chromosome	contig	contig_len
CH_1	1	739173
CH_1	2	387481
CH_1	3	260882
CH_1	4	250239
CH_1	5	226640
CH_1	6	217265
CH_1	7	174156
CH_1	8	147636
CH_1	9	143779
CH_1	10	136448
CH_1	11	135204
CH_1	12	118356
CH_1	13	116208
CH_1	14	110298
CH_1	15	104849
CH_1	16	94624
CH_1	17	85741
CH_1	18	85564
CH_1	19	78084
CH_1	21	76984
CH_1	22	70209
CH_1	23	69492
CH_1	24	67825
CH_1	25	66345
CH_1	26	65055
CH_1	27	63202
CH_1	28	62261
CH_1	29	55820
CH_1	30	55651
CH_1	31	54796
CH_1	32	53578
CH_1	33	45737
CH_1	34	43395
CH_1	35	41743
CH_1	37	34829
CH_1	38	30785
CH_1	39	30737
CH_1	40	26078
CH_1	41	24784
CH_1	42	23948
CH_1	43	19626
CH_1	44	18547
CH_1	45	15343
CH_1	46	12778
CH_1	47	12083
CH_1	49	10275
CH_1	50	8280
CH_1	52	7633
CH_1	53	7453
CH_1	55	7261
CH_1	56	4682
CH_1	57	4392
CH_1	58	2991
CH_1	60	2731
CH_1	62	2138
CH_1	63	1905
CH_1	64	1709
CH_1	65	1682
CH_1	66	1380
CH_1	67	1292
CH_1	68	1224
CH_1	69	1157
CH_1	70	1147
CH_1	71	1092
CH_1	72	1077
CH_1	73	937
CH_1	74	902
CH_1	75	885
CH_1	76	849
CH_1	77	797
CH_1	78	743
CH_1	79	697
CH_1	80	697
CH_1	81	685
CH_1	82	678
CH_1	83	671
CH_1	84	639
CH_1	85	616
CH_1	86	519
CH_1	87	518
CH_1	88	400
CH_1	89	391
CH_1	90	367
CH_1	91	367
CH_1	92	355
CH_1	93	337
CH_1	94	332
CH_1	95	331
CH_1	96	321
CH_1	97	318
CH_1	98	308
CH_1	99	304
CH_1	100	303
CH_1	101	296
CH_1	102	291
CH_1	103	287
CH_1	104	282
CH_1	105	278
CH_1	106	270
CH_1	107	263
CH_1	108	245
CH_1	109	243
CH_1	110	226
CH_1	111	223
CH_1	112	223
CH_1	113	220
CH_1	114	212
CH_1	115	211
CH_1	116	210
CH_1	117	208
CH_1	118	207
CH_1	119	206
CH_1	120	203
CH_1	121	202
CH_1	122	200
CH_1	123	199
CH_1	124	199
CH_1	125	194
CH_1	126	193
CH_1	127	188
CH_1	128	187
CH_1	129	178
CH_1	130	176
CH_1	131	175
CH_1	132	175
CH_1	133	172
CH_1	134	172
CH_1	135	171
CH_1	136	170
CH_1	137	165
CH_1	138	164
CH_1	139	164
CH_1	140	164
CH_1	141	162
CH_1	142	162
CH_1	143	160
CH_1	144	160
CH_1	145	159
CH_1	146	158
CH_1	147	157
CH_1	148	156
CH_1	149	145
CH_1	150	144
CH_1	151	144
CH_1	152	143
CH_1	153	142
CH_1	154	140
CH_1	155	137
CH_1	156	135
CH_1	157	133
CH_1	158	132
CH_1	159	131
CH_1	160	130
CH_1	161	129
CH_1	162	124
CH_1	163	119
CH_1	164	118
CH_1	165	118
CH_1	166	118
CH_1	167	115
CH_1	168	114
CH_1	169	114
CH_1	170	113
CH_1	171	112
CH_1	172	106
CH_1	173	106
CH_1	174	99
CH_1	175	92
CH_1	176	92
CH_1	177	90
CH_1	178	81
CH_1	179	80
CH_1	180	79
CH_1	181	79
CH_1	182	79
CH_1	183	79
CH_1	184	78
CH_1	185	77
CH_1	186	76
CH_1	187	75
CH_1	188	73
CH_1	189	70
CH_1	190	70
CH_1	191	69
CH_1	192	68
CH_1	193	67
CH_1	194	67
CH_1	195	59
CH_1	196	59
CH_1	197	58
CH_1	198	58
CH_1	199	51
CH_1	200	51
CH_1	201	50
CH_1	202	50
CH_1	203	48
CH_1	204	47
CH_1	205	46
CH_1	206	46
CH_1	207	41
CH_1	208	38
CH_1	209	37
CH_1	210	37
CH_1	211	37
CH_1	212	36
CH_1	213	36
CH_1	214	33
CH_1	215	33
CH_1	216	33
