chromosome	contig	contig_len
CH_1	1	452112
CH_1	2	385226
CH_1	3	366201
CH_1	4	319987
CH_1	5	235320
CH_1	6	218354
CH_1	7	214029
CH_1	8	208548
CH_1	9	201671
CH_1	10	195584
CH_1	11	183959
CH_1	12	159046
CH_1	13	150989
CH_1	14	133907
CH_1	15	108126
CH_1	16	100657
CH_1	17	96111
CH_1	18	94778
CH_1	19	92486
CH_1	20	91732
CH_1	21	86425
CH_1	22	77333
CH_1	23	70656
CH_1	24	70423
CH_1	26	49796
CH_1	27	43596
CH_1	28	41243
CH_1	29	39226
CH_1	30	38007
CH_1	31	34102
CH_1	33	30861
CH_1	34	26735
CH_1	35	26416
CH_1	37	16367
CH_1	38	15113
CH_1	41	8840
CH_1	45	6535
CH_1	51	4113
CH_1	56	2259
CH_1	57	2219
CH_1	59	1684
CH_1	60	1620
CH_1	61	1463
CH_1	62	1388
CH_1	73	867
CH_1	74	838
CH_1	76	715
CH_1	77	600
CH_1	80	510
CH_1	81	491
CH_1	83	461
CH_1	86	398
CH_1	87	398
CH_1	89	382
CH_1	91	373
CH_1	92	356
CH_1	95	331
CH_1	101	257
CH_1	105	245
CH_1	107	241
CH_1	108	239
CH_1	109	215
CH_1	110	212
CH_1	111	211
CH_1	112	195
CH_1	113	194
CH_1	115	184
CH_1	116	184
CH_1	117	181
CH_1	118	175
CH_1	121	162
CH_1	123	157
CH_1	124	156
CH_1	125	156
CH_1	126	153
CH_1	127	152
CH_1	128	151
CH_1	129	146
CH_1	133	133
CH_1	136	129
CH_1	137	128
CH_1	139	123
CH_1	141	113
CH_1	142	113
CH_1	144	102
CH_1	145	100
CH_1	146	82
CH_1	147	82
CH_1	151	76
CH_1	153	74
CH_1	154	71
CH_1	155	69
CH_1	156	65
CH_1	157	64
CH_1	158	64
CH_1	160	64
CH_1	161	64
CH_1	162	63
CH_1	163	63
CH_1	164	63
CH_1	165	62
CH_1	166	62
CH_1	167	62
CH_1	168	59
CH_1	169	58
CH_1	170	58
CH_1	171	58
CH_1	176	46
CH_1	177	43
CH_1	178	43
CH_1	180	42
CH_1	181	42
CH_1	182	42
CH_1	183	42
CH_1	184	37
CH_1	186	34
