1	0.18920689862147616	220:1907 1953:2483 2629:4170 4392:5111 5163:6695 7025:8323 8333:9403 9789:11525 11620:12534 12634:13245 13247:13981 14182:14436 14686:15054 15133:16830 17150:18568 18579:19211 19222:20292 20520:22439 22539:25406 25751:25930 26175:27266 27383:27967 28245:28523 28578:30257 30382:31395 31480:32954 33168:34424 34466:36770 36774:37583 37619:38473 38622:38729 39157:39264 39693:39800 84317:84481 192306:193479 193617:195632
2	0.021299683413319014	77095:78198 99360:102063
3	0.2496964445533887	442:3977 3981:6290 7526:7819 11344:12551 13411:13819 19089:20302 20747:21100 21379:24876 25051:25445 25904:28135 30518:31003 31019:31495 31558:31779 42719:43333 43338:46931 127033:127791 127806:127996 128202:128777 128845:130293 131084:132730 132894:136007 136094:136273 136546:136902 136906:138033 138061:138261 138371:139069 139179:141158 141173:142036 142183:142808 142963:143676 143748:144923 144940:145818 145964:147006 160685:161742 161955:163418 163439:163798 163936:164613 164732:166021 166107:166631
4	0.01734546684950047	101141:102673 102684:104072
5	0.0	
6	0.010305001189742589	19742:20518 48918:49154 69534:69809 132587:132727 133067:133324
7	0.028300976995719616	20020:21677 48267:48936 49037:49483 121275:121523 121820:121956 122050:122703
8	0.0	
9	0.018379768675314715	36878:37948 50578:51615 51749:51940
10	0.14635616974121635	11490:11966 12035:12256 101621:103584 103834:105063 105209:106330 106406:108537 108705:110075 110079:110720 110756:111862 111916:112377 112387:113040 113212:114462 115584:115988 116209:116940 117145:118356 118670:118906 118949:119221 119250:119516 119629:119877 120209:121732 121864:122082 122482:122691
11	0.0	
12	0.01688278667683702	34526:36517
13	0.10838935774567302	60969:61670 61679:62323 69109:70041 70079:71775 71990:74287 74498:75415 75422:77498 77503:78322 98524:100557
14	0.0010111494890563202	224:336
15	0.09860799192694679	1589:1737 8950:9179 10446:10883 10898:12118 12331:12528 12640:13581 13810:14217 15134:15682 15686:16831 16842:17282 17286:17738 23740:25969 44624:44767 44780:44989 73500:74707
16	0.0600450807697124	26279:27127 27336:27971 28029:30085 30359:30748 30788:32609
17	0.016891891891891893	52944:53357 53452:53586 53601:54551
18	0.0	
19	0.0	
20	0.008043665613329504	35817:36488
21	0.03736663375159558	27882:28138 28178:29071 30651:32602
22	0.03065849434365519	4355:4921 8394:9125 9467:9655 9795:10325 17395:17871
23	0.010397478406811576	3958:4491 52054:52281
24	0.0	
25	0.0	
26	0.0061164843773539425	16762:17167
27	0.0	
28	0.0	
29	0.04888457483306277	479:1237 3120:3320 3589:4160 27088:27852 28129:28752
30	0.0	
31	0.0	
32	0.021337643234605116	4734:5908
33	0.01909901634324645	3462:3856 11775:12377
34	0.0	
35	0.0	
36	0.0	
37	0.0	
38	0.0	
39	0.0	
40	0.6505848949460534	2291:2705 3300:5321 5452:7029 7033:18421 18509:24616 24807:25766 25933:30797 30825:32129
41	0.11101677413433075	16062:18713 27240:29303 42526:42647
42	0.04742863746677453	26354:26935 26956:27183 27221:28462
43	0.0	
44	0.08246637305082728	18426:21889
45	0.014407970366585771	38465:39028
46	0.008803742247450856	1583:1917
47	0.0	
48	0.14367013851605284	35:331 545:2764 2766:5456 5588:5731
49	0.6647194674636598	2786:4383 8629:8905 8980:9276 9282:10744 11463:11744 11843:12061 12109:12387 12586:13749 13954:15207 15219:16322 16610:17665 17704:18105 18163:19407 19499:19957 20218:21675 21732:23482 23728:24102 24177:25232 25303:27767 29520:29780 29783:30061 30217:31695 31901:32479 32719:35163 35206:35652 35833:36603
50	0.0	
51	0.0	
52	0.6109089833466442	160:2688 2732:3631 3741:4400 4431:4901 4907:6088 6191:6802 6868:8121 8173:11247 11370:12522 12529:13362 13553:15217 15219:16163 16181:17047 17057:19823 19999:21197 21299:21838
