chromosome	contig	contig_len
CH_1	1	373036
CH_1	2	208024
CH_1	3	203400
CH_1	4	201930
CH_1	5	197890
CH_1	6	173886
CH_1	7	160123
CH_1	8	151285
CH_1	9	147295
CH_1	10	144263
CH_1	11	130333
CH_1	12	119255
CH_1	13	118309
CH_1	14	105306
CH_1	15	96319
CH_1	16	92325
CH_1	17	90988
CH_1	18	90955
CH_1	19	89750
CH_1	20	89298
CH_1	21	88143
CH_1	22	75327
CH_1	24	74727
CH_1	25	71046
CH_1	26	69369
CH_1	27	67862
CH_1	28	66886
CH_1	29	64160
CH_1	30	59876
CH_1	31	58051
CH_1	32	57074
CH_1	33	56006
CH_1	34	54667
CH_1	35	54622
CH_1	36	54545
CH_1	37	53089
CH_1	39	44722
CH_1	40	43304
CH_1	41	39529
CH_1	42	38432
CH_1	43	37576
CH_1	44	35687
CH_1	45	35631
CH_1	46	33684
CH_1	47	30733
CH_1	48	27945
CH_1	49	26276
CH_1	50	25878
CH_1	51	24996
CH_1	52	24513
CH_1	53	23196
CH_1	54	21482
CH_1	55	20988
CH_1	56	17905
CH_1	57	17620
CH_1	58	17575
CH_1	59	15933
CH_1	60	15928
CH_1	61	15167
CH_1	63	13245
CH_1	64	10978
CH_1	66	10729
CH_1	67	10378
CH_1	68	10259
CH_1	69	8516
CH_1	70	8458
CH_1	71	8030
CH_1	72	8012
CH_1	73	7476
CH_1	74	7304
CH_1	75	7206
CH_1	76	6707
CH_1	77	6553
CH_1	78	6069
CH_1	79	5989
CH_1	80	5980
CH_1	81	5591
CH_1	84	5333
CH_1	85	5285
CH_1	86	5195
CH_1	88	4849
CH_1	89	4666
CH_1	90	4113
CH_1	91	3634
CH_1	92	3532
CH_1	93	3406
CH_1	94	2861
CH_1	95	2742
CH_1	96	2716
CH_1	97	2700
CH_1	98	2699
CH_1	101	2087
CH_1	102	2048
CH_1	103	2014
CH_1	104	1731
CH_1	105	1673
CH_1	106	1484
CH_1	107	1473
CH_1	108	1395
CH_1	109	1341
CH_1	110	1305
CH_1	111	1298
CH_1	112	1283
CH_1	113	1262
CH_1	114	1195
CH_1	115	1171
CH_1	116	1133
CH_1	117	1039
CH_1	118	1004
CH_1	119	997
CH_1	120	984
CH_1	121	940
CH_1	122	905
CH_1	123	887
CH_1	124	863
CH_1	125	792
CH_1	126	779
CH_1	127	747
CH_1	128	745
CH_1	129	730
CH_1	130	705
CH_1	131	692
CH_1	132	659
CH_1	133	639
CH_1	134	626
CH_1	136	622
CH_1	138	616
CH_1	139	616
CH_1	140	601
CH_1	141	595
CH_1	142	594
CH_1	143	569
CH_1	144	556
CH_1	145	548
CH_1	146	548
CH_1	147	544
CH_1	148	528
CH_1	149	526
CH_1	150	522
CH_1	151	522
CH_1	152	522
CH_1	153	513
CH_1	154	508
CH_1	155	508
CH_1	156	504
CH_1	157	497
CH_1	158	472
CH_1	159	472
CH_1	160	439
CH_1	161	401
CH_1	162	398
CH_1	163	395
CH_1	164	395
CH_1	165	391
CH_1	166	391
CH_1	167	387
CH_1	168	387
CH_1	169	382
CH_1	170	362
CH_1	172	351
CH_1	173	350
CH_1	174	346
CH_1	175	337
CH_1	176	332
CH_1	177	325
CH_1	178	323
CH_1	179	316
CH_1	180	315
CH_1	181	314
CH_1	182	311
CH_1	183	311
CH_1	184	309
CH_1	185	307
CH_1	186	305
CH_1	187	305
CH_1	188	304
CH_1	189	303
CH_1	190	303
CH_1	191	296
CH_1	192	294
CH_1	193	293
CH_1	194	286
CH_1	195	286
CH_1	196	282
CH_1	197	276
CH_1	198	271
CH_1	199	271
CH_1	200	270
CH_1	201	269
CH_1	202	268
CH_1	203	265
CH_1	204	263
CH_1	205	261
CH_1	206	257
CH_1	207	257
CH_1	208	256
CH_1	209	256
CH_1	210	254
CH_1	211	253
CH_1	212	251
CH_1	214	251
CH_1	215	248
CH_1	216	240
CH_1	217	238
CH_1	219	233
CH_1	220	233
CH_1	221	233
CH_1	222	231
CH_1	223	229
CH_1	224	228
CH_1	226	226
CH_1	227	225
CH_1	228	224
CH_1	229	223
CH_1	230	223
CH_1	231	216
CH_1	232	213
CH_1	233	213
CH_1	234	211
CH_1	235	211
CH_1	236	210
CH_1	237	209
CH_1	238	200
CH_1	239	197
CH_1	240	196
CH_1	241	196
CH_1	242	195
CH_1	243	195
CH_1	245	194
CH_1	247	192
CH_1	248	191
CH_1	249	191
CH_1	250	188
CH_1	251	188
CH_1	252	180
CH_1	253	179
CH_1	254	176
CH_1	255	172
CH_1	256	171
CH_1	257	169
CH_1	258	164
CH_1	259	163
CH_1	260	163
CH_1	261	162
CH_1	262	161
CH_1	263	159
CH_1	264	156
CH_1	265	155
CH_1	266	154
CH_1	267	152
CH_1	268	151
CH_1	270	150
CH_1	271	149
CH_1	272	149
CH_1	273	149
CH_1	274	148
CH_1	275	145
CH_1	276	143
CH_1	277	140
CH_1	278	140
CH_1	279	139
CH_1	280	139
CH_1	281	139
CH_1	282	139
CH_1	283	139
CH_1	285	138
CH_1	286	137
CH_1	287	136
CH_1	288	136
CH_1	289	135
CH_1	290	134
CH_1	291	132
CH_1	292	132
CH_1	293	132
CH_1	294	131
CH_1	295	131
CH_1	296	130
CH_1	297	130
CH_1	298	128
CH_1	299	127
CH_1	300	126
CH_1	301	126
CH_1	303	124
CH_1	304	124
CH_1	305	124
CH_1	306	124
CH_1	307	124
CH_1	308	124
CH_1	309	123
CH_1	310	123
CH_1	311	122
CH_1	313	120
CH_1	314	120
CH_1	315	118
CH_1	316	118
CH_1	317	117
CH_1	318	117
CH_1	319	117
CH_1	320	116
CH_1	321	115
CH_1	323	114
CH_1	324	114
CH_1	325	113
CH_1	326	113
CH_1	328	111
CH_1	329	110
CH_1	330	109
CH_1	331	108
CH_1	332	107
CH_1	333	107
CH_1	334	107
CH_1	335	107
CH_1	336	107
CH_1	337	105
CH_1	338	105
CH_1	339	104
CH_1	340	104
CH_1	341	104
CH_1	342	103
CH_1	343	102
CH_1	344	102
CH_1	345	102
CH_1	346	100
CH_1	347	100
CH_1	348	100
CH_1	349	100
CH_1	350	99
CH_1	351	98
CH_1	352	97
CH_1	353	96
CH_1	354	95
CH_1	355	93
CH_1	356	93
CH_1	357	93
CH_1	358	92
CH_1	359	91
CH_1	360	88
CH_1	361	87
CH_1	363	86
CH_1	364	85
CH_1	365	84
CH_1	367	83
CH_1	368	83
CH_1	369	83
CH_1	370	81
CH_1	371	81
CH_1	372	78
CH_1	373	77
CH_1	374	77
CH_1	375	74
CH_1	377	73
CH_1	378	72
CH_1	379	70
CH_1	380	70
CH_1	381	70
CH_1	382	70
CH_1	383	70
CH_1	384	69
CH_1	385	69
CH_1	386	67
CH_1	387	67
CH_1	388	66
CH_1	389	66
CH_1	390	65
CH_1	391	64
CH_1	392	63
CH_1	393	61
CH_1	394	60
CH_1	395	60
CH_1	397	58
CH_1	398	58
CH_1	399	58
CH_1	400	57
CH_1	401	56
CH_1	402	56
CH_1	403	55
CH_1	404	55
CH_1	405	54
CH_1	406	53
CH_1	407	52
CH_1	408	52
CH_1	409	52
CH_1	410	51
CH_1	411	51
CH_1	412	51
CH_1	413	51
CH_1	414	50
CH_1	415	50
CH_1	416	48
CH_1	417	48
CH_1	418	48
CH_1	419	48
CH_1	420	47
CH_1	421	45
CH_1	422	42
CH_1	423	42
CH_1	424	39
CH_1	425	39
CH_1	426	37
CH_1	427	37
CH_1	428	37
CH_1	429	37
CH_1	430	35
CH_1	431	34
CH_1	432	28
