contig	chromosome	plasmid
1	11.4938926227049	-1137.9189276523744
2	4.743238064118231	-621.4644320496496
3	-0.33683442416039	-486.7928236591787
4	3.9582133537001116	-623.5103028454457
5	5.248256720063433	-520.9146944887485
6	1.4881156744342636	-376.626463739092
7	4.341044572997582	-449.40342302196
8	2.9786281006739816	-327.56366167799126
9	2.9686412925660592	-389.0369204542959
10	3.907429610856484	-361.76019593185737
11	3.5814995140172208	-308.65805412576793
12	3.270269704432156	-309.6951767653885
13	3.043458843043317	-325.8642971640531
14	2.308513420380188	-245.46988302405168
15	1.085464159941905	-254.09133733760243
16	0.6984483778973596	-189.03933675573344
17	3.0201929496606565	-273.1505170309134
18	-0.1442859085964816	-167.42490595678453
19	0.9713297747085523	-181.21117266485535
20	1.4452434090482589	-222.61180733461444
21	-1.302209265683417	-123.2954294152975
22	-0.4089168892207944	-73.50679333713748
23	1.2045239311378788	-125.33769872801605
24	0.6460223823020668	-80.9816021168244
25	0.9965762746825524	-83.10228756746324
26	-53.5530404073102	159.37369760693042
27	-0.2632447305667709	-27.343803687323536
28	1.036837049506799	-94.07894603919256
29	0.10327479816411067	-34.309184231045904
30	-9.74948430094066	35.38137222927605
31	1.0335346810486223	-79.68133207814921
32	0.018521272560292346	-23.682427684253874
33	-0.04705099644421473	-15.61961057548371
34	1.311298667701645	-117.37074684428332
35	-6.908692144284552	32.990326038042085
36	0.6684894813130979	-58.35794282161959
37	0.4177704143361085	-36.374999405889355
38	-0.24858389688439697	-0.777612301973889
39	-0.717524226522908	-15.879529476778796
40	-2.912816319910605	14.575327864394618
41	-4.134025747510265	21.18393414675228
42	-1.1303450254306036	-0.8175536558744625
43	-3.8778510087601745	17.48728622263691
44	0.3080295558054411	-25.892538941698305
45	0.3937932670570685	-41.17321522989735
46	0.3505826517068744	-33.28248099593375
47	0.44929923143085393	-33.31988195527621
48	0.31889226465301057	-33.19434139342608
49	0.14076030526664685	-13.320785484548221
50	-0.931333311409416	7.835099676159373
51	-2.941782877525002	-5.529784957558223
52	-0.010704862315431107	-0.7503025162836918
53	-0.25146840716759744	-11.523200169939834
54	-0.4489391650259753	-5.386526279924723
55	-0.42218919463937166	0.5320499014618729
56	-5.100314818740894	19.293845951422533
57	-0.3527666785995578	2.396263513259216
58	-2.3660802005648325	11.777973759073666
59	-0.683018920233275	8.976494334717874
61	-2.1616703352595144	9.445335220109238
