contig	chromosome	plasmid
1	7.2301274680536824	-822.2713624332762
2	9.250391317232037	-827.8343691097517
3	5.767623190525421	-675.941961742955
4	2.889443965367362	-538.1074363677828
5	5.405847523216019	-525.3900041788299
6	4.779525194562654	-614.765040263727
7	1.0203159706220877	-416.5988196046327
8	5.811843006503467	-577.9897512120747
9	2.7229082699149263	-407.13492858797474
10	3.3619412626615093	-448.6243435087496
11	0.4810646168204009	-367.24027396561934
12	2.1218692608786096	-345.9333773554987
13	3.6663300938786048	-343.4060631367602
14	2.117664573234003	-308.31344505907606
15	2.665248931351612	-286.1909183980805
16	3.087512248335325	-344.2633585113073
17	3.2413121367776823	-268.68502648814945
18	2.8928765442054596	-274.767296080419
19	0.019235767836968343	-117.17519366825944
20	-15.817427732867566	54.84871817506334
21	-0.02714588226394099	-97.44609254146286
22	0.6762465908290816	-66.99714016318568
23	1.6856867108515026	-154.9735141503372
24	-44.44562166329846	130.2441877475357
25	-0.6142722726713874	-47.338251285610255
26	-2.8234269803122354	-33.35488920986393
27	0.6759196196414896	-57.86118897262429
28	1.0491576492366095	-80.08402820471058
29	0.4786337460628891	-59.85657430679515
30	-5.859843395105282	16.72606873779391
31	-5.670346919629211	27.86473276375267
32	-0.34972464694062033	4.7770151026696155
33	-8.357584113092814	41.36701904602834
34	-0.48571449885995754	3.306835515827265
35	-1.1796322394287833	1.8007888765718478
36	-0.34414065900618507	-5.178111627071148
37	-1.595017044774048	5.335250103058678
38	-0.10033553822638552	0.1399652385240584
39	0.13699164669087427	-11.171189813003352
40	-0.23378290929294998	2.301445403010212
41	-2.8569257496254146	8.894314269701727
42	-0.06350620934346374	-4.738846444954387
43	-1.3378079510376057	3.9415698293274453
45	-0.6209773394539173	4.095864164656372
46	-3.425659949885234	16.166501630964753
47	0.01204856877299143	-0.9295266019659678
48	0.04727513878876266	-2.6915252546062245
50	-1.8341710639115814	10.176868383892286
51	0.019979143218026962	-0.7929925155294786
52	0.08448591934748961	-8.162148917212363
53	0.08448591934748961	-8.162148917212363
54	0.029688748129010456	-3.321432413193202
55	0.0068049449199598655	-0.24642975725961414
58	0.022327324379288527	-1.2809338454619734
59	0.022327324379288527	-1.2809338454619734
60	0.0068049449199598655	-0.24642975725961414
61	-0.11437451798218579	1.4944889424857344
63	0.005297094622591203	-0.18619587839077312
64	0.005297094622591203	-0.18619587839077312
65	0.0230429278652986	-1.3689952869502164
66	0.016640616284816723	-0.7694688196703954
67	0.05839251033709214	-6.310917778559418
68	0.028024052021887513	-2.39789527279828
69	-0.939521999340247	5.122080863674316
70	0.002838011005797725	-0.09531017980423329
71	-2.095795940008534	8.510029506395046
72	0.008448921720045632	-0.31663401593286267
74	0.008448921720045632	-0.31663401593286267
75	0.016640616284816723	-0.7694688196703954
82	-0.48301834049811276	2.584278362627275
83	0.005403852260743136	-0.19034029060856916
85	0.028024052021887513	-2.39789527279828
86	0.028024052021887513	-2.39789527279828
91	0.01279062837783762	-0.5306282510620797
93	-0.0206369882094819	0.5028068899513762
94	-0.0206369882094819	0.5028068899513762
96	0.005403852260743136	-0.19034029060856916
99	-0.4583531608240303	2.5463887905085096
101	0.026810496632770686	-2.0340368953309182
102	0.005403852260743136	-0.19034029060856916
106	0.008448921720045632	-0.31663401593286267
109	-0.01687509222488437	0.4286989177976537
110	-0.01687509222488437	0.4286989177976537
111	0.016640616284816723	-0.7694688196703954
112	0.026810496632770686	-2.0340368953309182
113	0.005297094622591203	-0.18619587839077312
117	0.005403852260743136	-0.19034029060856916
119	-0.7521345055276871	2.8853456671353994
120	-0.028519108035434115	0.6415181540398667
121	-0.002337444975017533	0.07202397385892034
122	-0.7521345055276871	2.8853456671353994
127	-0.00715988288370184	0.20555536648344308
128	0.008448921720045632	-0.31663401593286267
129	-0.7521345055276871	2.8853456671353994
130	0.028024052021887513	-2.39789527279828
