contig	chromosome	plasmid
1	6.530834938354112	-984.7109654262949
2	8.021799323381153	-779.719750316663
3	6.293424555125737	-623.7767226852773
4	5.725463210545767	-600.3114177223221
5	4.822393031986	-479.055518121137
6	5.6451326207227	-493.96764435604695
7	2.8287832377751636	-307.5238827416629
8	2.8986675630437784	-331.1320860605231
9	0.44107898069087437	-242.64328215007615
10	3.0204569716446654	-302.7685338404793
11	3.063026664771793	-309.73413079451166
12	1.1609683452162445	-216.26812811565742
13	0.6719294723898672	-193.90180982584857
14	-0.9674864878995129	-129.22585020155896
15	0.04410035394124545	-153.9874492310804
16	2.3293547858978307	-235.5049560006477
17	-0.4344142002088205	-156.21033239342685
18	-1.0218009891093311	-123.61534556797906
19	1.7834584777672866	-187.51476147214737
20	-0.4869072744103642	-86.03450211455558
21	1.4377224569825726	-150.91794896382976
22	1.9729510989089842	-159.08446044511342
23	0.8600270036449693	-110.22823895299976
24	1.9120224984836405	-165.45765368994154
25	0.3455776219200777	-81.96237148454408
26	0.7919623886310383	-120.65568628050491
27	1.1790381541519288	-101.90837225563664
28	-50.412899374761665	153.2674430577363
29	0.2613764876810549	-84.02002205715603
30	0.5789278214395379	-63.75581241740264
31	-1.115977595939727	-72.77166262334016
32	1.275341245433519	-110.72368641395956
33	-0.05837763766199089	-58.61949455176871
34	0.7695981375510108	-65.99111002761367
35	0.8127064100799668	-80.47206843224504
36	0.49484444353837276	-64.59689807282561
37	1.0052594331170335	-77.1881266255466
38	0.2128201855973204	-42.51195725830068
39	0.37308558433671113	-43.614605461025114
40	0.6990883151936238	-57.59526030547289
41	-4.8115327176713345	18.431389429633754
42	0.8964975230082457	-72.86752505429891
43	1.4041005254172712	-121.19875874538127
44	-6.935746753024521	32.771427806866015
45	0.3226233062706161	-36.70972755859977
46	0.7165014761897455	-52.89154343199349
47	0.6341351922132672	-59.895324295313586
48	-7.345253797221894	42.16714720674729
49	-1.3250578803761863	7.982305296151697
50	-3.5636696583386085	23.801337481838246
51	-1.4138688741326586	4.861660862702079
52	-0.2803330462425393	-0.7480487829314049
53	-1.571511529122243	5.961460127192248
54	-1.3233233490620702	-14.457011057455993
55	-1.7369862450927354	10.460863910997308
56	-0.007624979989165226	-1.6694645879673429
57	-2.4609067018799236	21.992624814901742
58	0.28530106660848453	-23.02216362541779
59	-0.6399870527408105	6.491587684930056
60	-2.9693074318461363	12.737940156228719
61	-0.15026850271960246	-3.4930368310129367
62	-0.004844588983374365	-3.307948141783978
63	-0.6874238540991415	2.823921800098648
64	-0.060493752899024145	1.1045612963627587
65	-0.055297656700461495	-2.60431952236143
66	-0.05147354478130772	0.4937923611124475
67	0.1061733827978788	-8.09441690577143
68	-0.4003779345700629	-5.172763726386892
69	0.13699164669087427	-11.171189813003352
70	-1.0800172047458876	1.8595837906310386
71	-0.9932517730102859	3.051172505227271
