contig	chromosome	plasmid
1	5.068192080620636	-773.1464087678705
2	-1.786280805156676	-655.954266130562
3	2.003274069120227	-591.1212404961835
4	1.4739431199731747	-673.7458235252853
5	1.9779552358127157	-529.4493313081214
6	3.1491421505200634	-488.04883795413474
7	5.615918103992633	-522.4717347120941
8	5.07803616616523	-512.6703003274682
9	3.747396874480078	-372.55517515736005
10	3.3503896892867537	-335.82415797349915
11	5.3247896328244675	-491.4032194255452
12	1.0889521588010984	-364.8544094992162
13	3.0043426424569475	-309.77299729358134
14	1.8013985349828756	-234.64165528220596
15	-2.5131329340071416	-125.1844378507807
16	1.9162010499091204	-212.99342553432163
17	0.19734456481335627	-194.31789307883062
18	1.6059025704155827	-147.08128917821043
19	2.5248408852682696	-234.25414331917548
20	-0.6852616588233387	-76.66896587471304
21	-61.61355236121669	175.28945634246267
22	-0.20901151286931086	-88.32685837632003
23	-0.6600670981995611	-103.89387921909798
24	1.6678653834357506	-137.42808032618606
25	-0.2760266913621372	-78.78637864642278
26	0.6787895835730628	-96.42273350554414
27	-0.8642931130451625	-33.715694381742345
28	0.9505610181499584	-78.01762638756767
29	1.0208824013050206	-77.59082275210798
30	0.37375278130988043	-65.838387671696
31	1.4041005254172712	-121.19875874538124
32	-5.670346919629211	27.86473276375267
33	-6.982516243821011	16.108253882592106
34	0.4305431992402413	-35.7842713498721
35	-0.618965950943136	1.585859611691025
36	-1.1303450254306036	-0.8175536558744625
37	-0.1499075529713183	-6.511732674834157
38	0.4906490239382446	-43.14240017770591
39	-1.74893008743022	8.757681257833474
40	-2.4957107803352603	-14.573700941319453
41	0.29379941925999375	-30.8597762790811
42	-1.9156687772925691	16.675391888669434
43	-3.463775858381834	15.615550727934504
44	-4.502234410082545	14.919966181470446
45	0.05050520091218935	-4.788996431955489
46	-0.6295182688547625	-2.284729318557863
47	-0.8224872181196883	-0.7624518791669042
48	-4.3268864217758205	19.64506166982436
49	0.07590024010197016	-5.671884284982319
50	0.13699164669087427	-11.171189813003352
51	-1.5961896997647065	7.230093150661664
52	-0.8250616203674976	-0.4725922680637362
53	-1.8288535164301356	9.675978756150876
54	0.010366898098713051	-0.4054651081080731
55	-0.6160601383822728	3.2478815111045076
56	0.08830812109533248	-6.8319496820628025
57	-0.052330397585111044	1.2944893794372625
58	-0.052330397585111044	1.2944893794372625
59	-0.48405322912224946	2.585817231093281
60	-0.7868160787968446	2.9136381260591353
61	0.0432604435012216	-2.4406063908912383
62	0.02698720139711952	-2.079441541679744
64	0.02698720139711952	-2.079441541679744
65	-0.03327984266848638	0.7163809902494354
68	0.025406564676317522	-1.7321580153676912
70	-1.2193605730570827	5.494510800754422
71	-0.106127799443831	1.4400258502576389
72	-0.40220561182635883	2.450383626312938
74	0.07621969402895257	-5.196474046103074
75	0.022327324379288527	-1.2809338454619734
77	-0.939521999340247	5.122080863674316
79	-0.26503607661258854	2.1338498809206756
80	-0.8526671453663708	4.9868276845597
83	0.05839251033709214	-6.310917778559418
87	0.04132020593554131	-2.217027204632217
88	-0.9815039185452106	5.190040699332585
89	-0.7897387397096232	3.0028857703309226
90	0.028024052021887513	-2.39789527279828
91	-0.9815039185452106	5.190040699332585
92	-0.5099517054249922	2.623081670871227
97	0.028024052021887513	-2.39789527279828
98	0.050813129352635045	-3.4643160307353824
99	0.026810496632770686	-2.0340368953309182
101	-0.6191021517179536	2.75775598581699
102	-0.03327984266848638	0.7163809902494354
104	-0.423096851451116	2.487828491756612
105	-0.4295702939152548	2.4989991928030886
106	0.050813129352635045	-3.4643160307353824
108	-0.01280340394803936	0.34141356158952973
110	-0.038980466219399545	0.9288644943591198
113	0.025406564676317522	-1.7321580153676912
115	0.022327324379288527	-1.2809338454619734
119	0.017397116993715045	-0.8240640506977144
121	-0.26503607661258854	2.1338498809206756
124	0.028024052021887513	-2.39789527279828
125	-0.7521345055276871	2.8853456671353994
126	0.025406564676317522	-1.7321580153676912
128	0.023362431736597244	-1.4109869737101715
129	0.023362431736597244	-1.4109869737101715
133	-0.7868160787968446	2.9136381260591353
141	0.05223559854443227	-3.95636190317079
145	-0.9299053739442487	5.113347818969868
147	0.025406564676317522	-1.7321580153676912
154	0.02698720139711952	-2.079441541679744
157	0.027210926795044443	-2.1400661634961793
159	-1.4272266020036124	5.700888111645019
161	-0.6750920964759253	2.81554244450962
166	-0.0029226609127785963	0.08924764427178733
172	0.02698720139711952	-2.079441541679744
