contig	chromosome	plasmid
1	11.18969018877116	-1285.2347990327771
2	7.8806867538815935	-810.1067511141966
3	-0.2956225687921643	-448.0870841525741
4	1.4881156744342636	-376.62646373909206
5	2.480699444500514	-465.92363896425815
6	2.9786281006739816	-327.56366167799126
7	3.030191283699879	-336.06994105381335
8	3.96275968712723	-378.51246592168656
9	3.907429610856484	-361.76019593185737
10	2.5020530372870917	-357.194920349088
11	1.69705696028847	-244.90680027666968
12	2.896355876931932	-316.06988530798077
13	1.0364479872770005	-250.87406279410135
14	3.2776883006693476	-268.44094636557776
15	3.0201929496606565	-273.1505170309134
16	2.48695849147275	-217.8974486006489
17	1.434690302056608	-222.19727281440498
18	0.32704499950779287	-144.43348082816158
19	1.6547490246962209	-166.37166813244585
20	1.4655222267673151	-135.37057968263017
21	1.5521661154699231	-165.83459588111776
22	1.3850819949993802	-112.79719374400369
23	-0.4089168892207944	-73.50679333713748
24	0.5863719769131555	-110.47656286406955
25	0.4898215716827039	-119.95448430392209
26	-54.01267713845723	161.9221175092282
27	-0.763640015841518	-55.32018063412234
28	-2.7994058305537184	-27.352901793517873
29	1.036837049506799	-94.07894603919256
30	0.4374396923069641	-64.3187306799957
31	-0.12402183996727167	-47.358440704480685
32	1.7151685442405382	-158.1219675109088
33	-0.01876896641485093	-2.5610153350811355
34	-2.1126669235411217	-9.379283797963238
35	1.0335346810486223	-79.68133207814921
36	-0.18340319387038395	-14.704504916205222
37	-0.2593553000359279	-13.065280100172394
38	-1.459050958849386	-64.79634939190555
39	-6.908692144284552	32.990326038042085
40	-4.391162095214016	-2.1014352281796764
41	0.6684894813130979	-58.35794282161959
42	-0.33130986759821734	-2.9159794338667018
43	-0.28199859468078525	-4.609827811751213
44	-3.163772294448014	18.0657299977968
45	0.03185757463743144	-18.626533970001475
46	-2.636764839050664	1.545874009436214
47	0.4925214653079877	-33.58480985623482
48	-0.09415292196599534	-16.42526411316693
49	-1.1303450254306036	-0.8175536558744625
50	0.3080295558054411	-25.892538941698305
51	0.3505826517068744	-33.28248099593375
52	-1.9676655736864532	10.970799032042365
53	-0.8324603003809861	-1.5054667275128883
54	0.14076030526664685	-13.320785484548223
55	0.07413852475006522	-10.93175130201483
56	-2.941782877525002	-5.529784957558223
57	0.21261614862114708	-16.78399057186752
58	-1.8840215969596814	11.12916746989573
59	-4.274612698895032	19.423687370843304
60	0.08082651181312883	-6.208058697843757
61	-4.966392594429181	16.94366923283838
62	-0.4443094973085939	1.7889009517083183
63	-1.3973370051842124	5.067938992296851
64	0.0004990775396516156	-0.9369910352571491
66	-2.1616703352595144	9.445335220109238
67	-2.7941340733573448	14.229641590608207
68	0.02984779104777502	-1.7166766631025183
69	-2.0694789433720935	8.484152288297974
70	0.13699164669087427	-11.171189813003352
71	-0.004844588983374365	-3.307948141783978
72	-0.027406507749676123	0.5474491214207502
73	-4.260246377078796	21.141978445671633
74	-0.8665090235098729	4.379834609621134
75	0.024091401475797802	-1.5140148678016763
77	0.027807283267877736	-2.322387720290134
78	0.1252269591917159	-7.611740214751958
79	-0.6047172089104622	2.0439833998701635
80	-1.8288535164301356	9.675978756150876
81	-0.29158821905301124	2.3196675157278452
82	0.024091401475797802	-1.5140148678016763
