chromosome	contig	contig_len
CH_1	1	539641
CH_1	2	219437
CH_1	3	209638
CH_1	4	203906
CH_1	5	180903
CH_1	6	150655
CH_1	7	143322
CH_1	8	111041
CH_1	9	108901
CH_1	10	107623
CH_1	11	104678
CH_1	12	99792
CH_1	13	97230
CH_1	14	94458
CH_1	15	94324
CH_1	16	84140
CH_1	17	83916
CH_1	18	77258
CH_1	19	74567
CH_1	20	72525
CH_1	21	70131
CH_1	22	69800
CH_1	23	68910
CH_1	24	62107
CH_1	25	61617
CH_1	26	60754
CH_1	27	60316
CH_1	28	56231
CH_1	29	51711
CH_1	30	50234
CH_1	31	49360
CH_1	32	49258
CH_1	33	48808
CH_1	34	48712
CH_1	35	43256
CH_1	36	43138
CH_1	37	42700
CH_1	38	41949
CH_1	40	40993
CH_1	41	40566
CH_1	42	37054
CH_1	43	36812
CH_1	44	36133
CH_1	45	35073
CH_1	46	34462
CH_1	48	29895
CH_1	49	29434
CH_1	50	28940
CH_1	51	27638
CH_1	52	25796
CH_1	53	25482
CH_1	54	25100
CH_1	55	24229
CH_1	56	23943
CH_1	57	22689
CH_1	58	22414
CH_1	59	22409
CH_1	60	21586
CH_1	61	21496
CH_1	62	21155
CH_1	63	20896
CH_1	64	20735
CH_1	66	19905
CH_1	67	18867
CH_1	68	18022
CH_1	69	17933
CH_1	70	17813
CH_1	71	16319
CH_1	72	15722
CH_1	73	15710
CH_1	74	15542
CH_1	75	13474
CH_1	76	12481
CH_1	77	12032
CH_1	78	11500
CH_1	79	10455
CH_1	80	9980
CH_1	81	8821
CH_1	82	8801
CH_1	83	7705
CH_1	84	7676
CH_1	85	7625
CH_1	86	7618
CH_1	87	7393
CH_1	88	6797
CH_1	89	6220
CH_1	90	6126
CH_1	91	6063
CH_1	92	5660
CH_1	93	4782
CH_1	94	4774
CH_1	95	4756
CH_1	96	4669
CH_1	97	4499
CH_1	98	4275
CH_1	99	4143
CH_1	100	3267
CH_1	101	2998
CH_1	102	2806
CH_1	103	2800
CH_1	104	2721
CH_1	105	2618
CH_1	106	2597
CH_1	107	2197
CH_1	108	2179
CH_1	109	2154
CH_1	110	2142
CH_1	111	2126
CH_1	112	2115
CH_1	113	2093
CH_1	115	2085
CH_1	116	2055
CH_1	117	2053
CH_1	118	2045
CH_1	119	2037
CH_1	120	1978
CH_1	121	1977
CH_1	122	1814
CH_1	123	1800
CH_1	124	1770
CH_1	125	1762
CH_1	126	1720
CH_1	127	1630
CH_1	128	1629
CH_1	129	1606
CH_1	130	1574
CH_1	131	1561
CH_1	132	1545
CH_1	133	1531
CH_1	134	1519
CH_1	135	1513
CH_1	136	1459
CH_1	137	1451
CH_1	138	1418
CH_1	139	1407
CH_1	140	1406
CH_1	141	1373
CH_1	142	1329
CH_1	143	1296
CH_1	144	1282
CH_1	145	1253
CH_1	146	1246
CH_1	147	1227
CH_1	148	1196
CH_1	149	1189
CH_1	150	1140
CH_1	151	1139
CH_1	152	1125
CH_1	153	1085
CH_1	154	1063
CH_1	155	1056
CH_1	156	1045
CH_1	157	1020
CH_1	158	1015
CH_1	159	1006
CH_1	160	982
CH_1	161	969
CH_1	162	941
CH_1	163	939
CH_1	164	931
CH_1	165	931
CH_1	166	930
CH_1	167	926
CH_1	168	918
CH_1	169	901
CH_1	170	887
CH_1	171	887
CH_1	172	856
CH_1	173	856
CH_1	174	831
CH_1	175	828
CH_1	176	824
CH_1	177	821
CH_1	178	802
CH_1	179	800
CH_1	180	800
CH_1	181	781
CH_1	182	767
CH_1	183	735
CH_1	185	722
CH_1	186	722
CH_1	187	721
CH_1	188	714
CH_1	189	714
CH_1	190	706
CH_1	191	686
CH_1	192	685
CH_1	193	684
CH_1	194	680
CH_1	195	680
CH_1	196	679
CH_1	197	677
CH_1	198	671
CH_1	199	666
CH_1	200	659
CH_1	201	646
CH_1	202	637
CH_1	203	632
CH_1	204	626
CH_1	205	622
CH_1	206	617
CH_1	207	611
CH_1	208	600
CH_1	209	592
CH_1	210	582
CH_1	211	573
CH_1	212	565
CH_1	213	559
CH_1	214	558
CH_1	215	551
CH_1	216	542
CH_1	217	542
CH_1	218	541
CH_1	219	541
CH_1	220	540
CH_1	221	536
CH_1	222	532
CH_1	223	522
CH_1	224	520
CH_1	225	520
CH_1	226	520
CH_1	227	520
CH_1	228	517
CH_1	229	507
CH_1	230	493
CH_1	231	492
CH_1	232	488
CH_1	233	487
CH_1	234	482
CH_1	235	465
CH_1	236	462
CH_1	237	462
CH_1	239	457
CH_1	240	457
CH_1	241	451
CH_1	242	451
CH_1	243	447
CH_1	244	440
CH_1	245	438
CH_1	246	433
CH_1	247	433
CH_1	248	432
CH_1	249	432
CH_1	250	427
CH_1	251	424
CH_1	252	424
CH_1	253	420
CH_1	254	418
CH_1	255	418
CH_1	256	415
CH_1	257	414
CH_1	258	412
CH_1	259	407
CH_1	260	406
CH_1	261	405
CH_1	262	398
CH_1	263	398
CH_1	264	396
CH_1	265	396
CH_1	266	395
CH_1	267	394
CH_1	268	393
CH_1	269	382
CH_1	270	381
CH_1	271	379
CH_1	272	377
CH_1	273	376
CH_1	274	376
CH_1	275	374
CH_1	276	373
CH_1	277	371
CH_1	278	371
CH_1	279	368
CH_1	280	367
CH_1	281	366
CH_1	282	362
CH_1	283	360
CH_1	284	356
CH_1	285	355
CH_1	286	353
CH_1	287	353
CH_1	288	352
CH_1	289	352
CH_1	290	346
CH_1	291	343
CH_1	292	342
CH_1	293	342
CH_1	294	342
CH_1	295	341
CH_1	296	341
CH_1	297	340
CH_1	298	339
CH_1	299	338
CH_1	300	337
CH_1	301	335
CH_1	302	334
CH_1	303	333
CH_1	304	333
CH_1	305	332
CH_1	306	332
CH_1	307	332
CH_1	308	332
CH_1	309	325
CH_1	310	324
CH_1	311	324
CH_1	312	323
CH_1	313	322
CH_1	314	317
CH_1	315	315
CH_1	316	315
CH_1	317	315
CH_1	318	314
CH_1	319	313
CH_1	320	312
CH_1	321	310
CH_1	322	306
CH_1	323	305
CH_1	324	302
CH_1	325	297
CH_1	326	296
CH_1	327	293
CH_1	328	293
CH_1	329	292
CH_1	330	290
CH_1	331	290
CH_1	332	290
CH_1	333	287
CH_1	334	286
CH_1	335	281
CH_1	336	280
CH_1	337	279
CH_1	338	279
CH_1	339	277
CH_1	340	276
CH_1	341	275
CH_1	342	273
CH_1	343	273
CH_1	344	270
CH_1	345	270
CH_1	346	268
CH_1	347	267
CH_1	348	266
CH_1	349	262
CH_1	350	256
CH_1	351	254
CH_1	352	253
CH_1	353	252
CH_1	354	252
CH_1	355	251
CH_1	356	251
CH_1	357	249
CH_1	358	248
