chromosome	contig	contig_len
CH_1	1	631850
CH_1	2	399884
CH_1	3	385637
CH_1	4	328662
CH_1	5	247060
CH_1	6	200843
CH_1	7	197388
CH_1	8	157849
CH_1	9	151085
CH_1	10	146608
CH_1	11	140411
CH_1	12	137558
CH_1	13	130563
CH_1	14	111397
CH_1	15	108885
CH_1	16	105371
CH_1	17	97784
CH_1	18	87477
CH_1	19	76223
CH_1	20	69943
CH_1	21	69498
CH_1	22	67677
CH_1	23	67302
CH_1	24	63859
CH_1	25	61663
CH_1	26	56698
CH_1	27	52658
CH_1	29	42533
CH_1	30	41308
CH_1	32	32992
CH_1	33	31952
CH_1	34	30171
CH_1	35	24995
CH_1	36	22562
CH_1	37	21844
CH_1	38	21522
CH_1	39	20843
CH_1	40	20500
CH_1	41	19533
CH_1	42	18911
CH_1	43	18008
CH_1	44	17711
CH_1	45	17669
CH_1	46	16649
CH_1	48	14743
CH_1	49	13800
CH_1	50	13566
CH_1	51	12609
CH_1	52	12602
CH_1	53	9875
CH_1	54	9504
CH_1	55	9457
CH_1	56	9444
CH_1	57	8936
CH_1	58	8692
CH_1	59	8480
CH_1	62	5450
CH_1	63	5316
CH_1	64	5135
CH_1	65	4753
CH_1	66	4634
CH_1	67	4539
CH_1	68	4516
CH_1	69	4514
CH_1	70	4491
CH_1	71	4213
CH_1	72	3870
CH_1	73	3760
CH_1	74	3510
CH_1	75	3482
CH_1	77	3031
CH_1	78	2781
CH_1	79	2768
CH_1	81	2642
CH_1	82	2638
CH_1	83	2478
CH_1	84	2454
CH_1	85	2437
CH_1	86	2321
CH_1	90	1878
CH_1	91	1803
CH_1	92	1800
CH_1	93	1791
CH_1	94	1765
CH_1	95	1723
CH_1	96	1583
CH_1	97	1559
CH_1	100	1465
CH_1	101	1427
CH_1	102	1332
CH_1	103	1282
CH_1	104	1261
CH_1	105	1245
CH_1	106	1214
CH_1	107	1174
CH_1	108	1167
CH_1	109	1167
CH_1	110	1145
CH_1	111	1112
CH_1	112	1112
CH_1	113	1093
CH_1	114	1002
CH_1	115	964
CH_1	116	877
CH_1	117	841
CH_1	118	822
CH_1	119	771
CH_1	120	758
CH_1	121	755
CH_1	122	746
CH_1	123	746
