chromosome	contig	contig_len
CH_1	1	530047
CH_1	2	375317
CH_1	3	330979
CH_1	4	323733
CH_1	5	251252
CH_1	6	190668
CH_1	7	178804
CH_1	8	178273
CH_1	9	145308
CH_1	10	145066
CH_1	11	144314
CH_1	12	139757
CH_1	13	126408
CH_1	14	106402
CH_1	15	97617
CH_1	16	94627
CH_1	17	89758
CH_1	18	89213
CH_1	19	86695
CH_1	20	80835
CH_1	21	70529
CH_1	22	68713
CH_1	23	66266
CH_1	24	65878
CH_1	25	60110
CH_1	26	56330
CH_1	27	56113
CH_1	29	55805
CH_1	30	55142
CH_1	31	54721
CH_1	32	50036
CH_1	33	45405
CH_1	34	45115
CH_1	35	43744
CH_1	36	39812
CH_1	37	30586
CH_1	38	28376
CH_1	39	27698
CH_1	40	27560
CH_1	41	27000
CH_1	42	26921
CH_1	43	26140
CH_1	44	24687
CH_1	45	20544
CH_1	46	19462
CH_1	47	17135
CH_1	48	15968
CH_1	49	14074
CH_1	50	13579
CH_1	51	12110
CH_1	52	11728
CH_1	53	10474
CH_1	54	9958
CH_1	55	9657
CH_1	56	9373
CH_1	57	9266
CH_1	58	8987
CH_1	59	8410
CH_1	60	8265
CH_1	61	8009
CH_1	62	6583
CH_1	63	5524
CH_1	64	5395
CH_1	65	5054
CH_1	66	5011
CH_1	67	4760
CH_1	68	4705
CH_1	69	4225
CH_1	70	4102
CH_1	72	3382
CH_1	73	3316
CH_1	74	2874
CH_1	75	2699
CH_1	76	2368
CH_1	77	2211
CH_1	78	1942
CH_1	79	1863
CH_1	80	1833
CH_1	81	1769
CH_1	82	1709
CH_1	83	1662
CH_1	84	1615
CH_1	86	1445
CH_1	87	1442
CH_1	88	1430
CH_1	89	1414
CH_1	90	1408
CH_1	91	1408
CH_1	92	1407
CH_1	93	1395
CH_1	94	1391
CH_1	95	1295
CH_1	96	1235
CH_1	97	1219
CH_1	98	1201
CH_1	99	1171
CH_1	100	1141
CH_1	101	1085
CH_1	102	1065
CH_1	103	1054
CH_1	104	1034
CH_1	105	989
CH_1	106	975
CH_1	107	946
CH_1	108	946
CH_1	109	914
CH_1	110	905
CH_1	111	903
CH_1	112	883
CH_1	113	834
CH_1	114	816
CH_1	115	812
CH_1	116	812
CH_1	117	805
CH_1	118	794
CH_1	119	787
CH_1	120	764
CH_1	121	756
CH_1	122	753
CH_1	123	742
CH_1	124	730
CH_1	125	728
CH_1	126	700
CH_1	127	669
CH_1	128	667
CH_1	129	641
CH_1	130	633
CH_1	131	629
CH_1	132	623
CH_1	133	613
CH_1	134	598
CH_1	135	585
CH_1	136	585
CH_1	137	576
CH_1	138	565
CH_1	139	550
CH_1	140	548
CH_1	141	545
CH_1	142	542
CH_1	143	539
CH_1	144	509
CH_1	145	502
CH_1	146	489
CH_1	147	487
CH_1	148	478
CH_1	149	468
CH_1	150	461
CH_1	151	458
CH_1	152	454
CH_1	153	425
CH_1	154	418
CH_1	155	418
CH_1	156	415
CH_1	157	406
CH_1	158	402
CH_1	159	393
CH_1	160	389
CH_1	161	388
CH_1	162	387
CH_1	163	377
CH_1	164	368
CH_1	165	367
CH_1	166	364
CH_1	167	345
CH_1	168	344
CH_1	169	341
CH_1	170	334
CH_1	171	329
CH_1	172	328
CH_1	173	328
CH_1	174	328
CH_1	175	325
CH_1	176	325
CH_1	177	324
CH_1	178	312
CH_1	179	311
CH_1	180	310
CH_1	181	310
CH_1	182	307
CH_1	183	304
CH_1	184	304
CH_1	185	300
CH_1	186	296
CH_1	187	295
CH_1	188	293
CH_1	189	281
CH_1	190	281
CH_1	191	280
CH_1	192	279
CH_1	193	266
CH_1	194	266
CH_1	195	264
CH_1	196	261
CH_1	197	261
CH_1	198	260
CH_1	199	260
CH_1	200	260
CH_1	201	259
