chromosome	contig	contig_len
CH_1	1	399813
CH_1	2	329797
CH_1	3	318827
CH_1	4	307764
CH_1	5	285152
CH_1	6	269533
CH_1	7	244462
CH_1	8	241121
CH_1	9	237717
CH_1	10	197388
CH_1	11	174499
CH_1	12	146658
CH_1	13	135685
CH_1	14	131170
CH_1	15	130563
CH_1	16	129372
CH_1	17	129234
CH_1	18	111397
CH_1	19	97784
CH_1	20	96568
CH_1	21	88881
CH_1	22	76233
CH_1	23	68395
CH_1	24	66110
CH_1	25	65324
CH_1	26	56514
CH_1	28	52633
CH_1	29	43216
CH_1	30	41308
CH_1	31	32992
CH_1	32	32422
CH_1	33	30289
CH_1	34	30171
CH_1	36	25639
CH_1	37	21524
CH_1	38	20054
CH_1	39	20000
CH_1	40	19355
CH_1	41	18705
CH_1	42	17251
CH_1	43	16926
CH_1	44	15872
CH_1	47	14743
CH_1	48	14471
CH_1	49	13080
CH_1	50	12521
CH_1	51	12283
CH_1	52	11318
CH_1	53	9549
CH_1	54	9396
CH_1	55	8936
CH_1	56	8925
CH_1	57	6570
CH_1	58	5701
CH_1	59	5432
CH_1	60	5135
CH_1	61	4215
CH_1	62	3982
CH_1	63	3870
CH_1	64	3591
CH_1	65	3152
CH_1	66	3031
CH_1	67	2856
CH_1	68	2454
CH_1	69	1924
CH_1	70	1791
CH_1	71	1765
CH_1	72	1631
CH_1	73	1286
CH_1	74	1254
CH_1	75	1238
CH_1	76	1166
CH_1	77	1114
CH_1	78	1112
CH_1	79	1097
CH_1	80	1077
CH_1	81	1046
CH_1	82	981
CH_1	83	877
CH_1	84	846
CH_1	85	818
CH_1	86	743
CH_1	87	741
CH_1	88	730
CH_1	89	698
CH_1	90	698
CH_1	91	695
CH_1	92	684
CH_1	93	623
CH_1	94	612
CH_1	95	598
CH_1	96	597
CH_1	97	589
CH_1	98	589
CH_1	99	583
CH_1	100	583
CH_1	101	564
CH_1	102	555
CH_1	103	542
CH_1	104	538
CH_1	105	523
CH_1	106	518
CH_1	107	505
CH_1	108	505
CH_1	109	503
CH_1	110	488
CH_1	111	484
CH_1	112	474
CH_1	113	472
CH_1	114	466
CH_1	115	464
CH_1	116	450
CH_1	117	446
CH_1	118	437
CH_1	119	430
CH_1	120	406
CH_1	121	397
CH_1	122	391
CH_1	123	386
CH_1	124	384
CH_1	125	373
CH_1	126	373
CH_1	127	372
CH_1	128	367
CH_1	129	364
CH_1	130	364
CH_1	131	355
CH_1	132	347
CH_1	133	347
CH_1	134	342
CH_1	135	331
CH_1	136	329
CH_1	137	329
CH_1	138	329
CH_1	139	329
CH_1	140	327
CH_1	141	321
CH_1	142	315
CH_1	143	314
CH_1	144	311
CH_1	145	309
CH_1	146	299
CH_1	147	299
CH_1	148	298
CH_1	149	295
CH_1	150	295
CH_1	151	290
CH_1	152	287
CH_1	153	285
CH_1	154	283
CH_1	155	280
CH_1	156	277
CH_1	157	275
CH_1	158	274
CH_1	159	274
CH_1	160	274
CH_1	161	273
CH_1	162	267
CH_1	163	258
CH_1	164	257
CH_1	165	257
CH_1	166	251
CH_1	167	246
CH_1	168	245
CH_1	169	238
CH_1	170	238
CH_1	171	238
CH_1	172	229
CH_1	173	224
CH_1	174	223
CH_1	175	223
CH_1	176	218
CH_1	177	218
CH_1	178	217
CH_1	179	213
CH_1	180	213
CH_1	181	212
CH_1	182	211
CH_1	183	204
CH_1	184	198
CH_1	185	193
CH_1	186	189
CH_1	187	188
CH_1	188	188
CH_1	189	188
CH_1	190	186
CH_1	191	183
CH_1	192	181
CH_1	193	176
CH_1	194	175
CH_1	195	175
CH_1	196	173
CH_1	197	172
CH_1	198	167
CH_1	199	167
CH_1	200	165
CH_1	201	164
CH_1	202	163
CH_1	203	163
CH_1	204	161
CH_1	205	161
CH_1	206	160
CH_1	207	157
CH_1	208	157
CH_1	209	157
CH_1	210	152
CH_1	211	152
CH_1	212	151
CH_1	213	151
CH_1	214	149
CH_1	215	149
CH_1	216	148
CH_1	217	148
CH_1	218	148
CH_1	219	146
CH_1	220	145
CH_1	221	144
CH_1	222	143
CH_1	223	143
CH_1	224	142
CH_1	225	140
CH_1	226	138
CH_1	227	138
CH_1	228	137
CH_1	229	135
CH_1	230	135
CH_1	231	135
CH_1	232	134
CH_1	233	133
CH_1	234	132
CH_1	235	132
CH_1	236	129
CH_1	237	129
CH_1	238	129
CH_1	239	128
CH_1	240	128
CH_1	241	127
CH_1	242	127
CH_1	243	127
CH_1	244	127
CH_1	245	123
CH_1	246	123
CH_1	247	122
CH_1	248	117
CH_1	249	116
CH_1	250	115
CH_1	251	115
CH_1	252	108
CH_1	253	108
CH_1	254	105
CH_1	255	105
CH_1	256	102
CH_1	257	101
CH_1	258	101
CH_1	259	100
CH_1	260	100
CH_1	261	100
CH_1	262	83
CH_1	263	82
CH_1	264	82
CH_1	265	81
CH_1	266	80
CH_1	267	79
CH_1	268	79
CH_1	269	73
CH_1	270	69
CH_1	271	66
CH_1	272	64
CH_1	273	64
CH_1	274	64
CH_1	275	63
CH_1	276	63
CH_1	277	61
CH_1	278	61
CH_1	279	59
CH_1	280	55
CH_1	281	55
CH_1	282	55
CH_1	283	53
CH_1	284	52
CH_1	285	52
CH_1	286	49
CH_1	287	49
CH_1	288	48
CH_1	289	48
CH_1	290	48
CH_1	291	46
CH_1	292	46
CH_1	293	46
CH_1	294	44
CH_1	295	44
CH_1	296	41
CH_1	297	40
CH_1	298	40
CH_1	299	39
CH_1	300	39
CH_1	301	33
CH_1	302	32
CH_1	303	30
CH_1	304	29
CH_1	305	29
CH_1	306	28
CH_1	307	28
