chromosome	contig	contig_len
CH_1	1	340914
CH_1	2	280558
CH_1	3	267740
CH_1	4	260826
CH_1	5	256421
CH_1	6	244415
CH_1	7	210627
CH_1	8	206563
CH_1	9	182168
CH_1	10	180569
CH_1	11	177911
CH_1	12	177753
CH_1	13	146658
CH_1	14	136649
CH_1	15	133615
CH_1	16	106710
CH_1	17	104404
CH_1	18	97002
CH_1	19	94947
CH_1	20	92484
CH_1	21	88792
CH_1	22	88165
CH_1	23	88151
CH_1	24	84597
CH_1	25	77829
CH_1	26	74394
CH_1	27	71492
CH_1	28	70778
CH_1	30	70522
CH_1	31	68456
CH_1	32	50656
CH_1	33	48678
CH_1	34	42881
CH_1	35	40192
CH_1	36	33933
CH_1	37	30880
CH_1	38	30746
CH_1	39	26265
CH_1	40	21963
CH_1	41	20948
CH_1	42	20741
CH_1	43	20491
CH_1	44	14013
CH_1	45	11669
CH_1	46	10469
CH_1	47	9153
CH_1	48	7975
CH_1	49	6536
CH_1	51	4979
CH_1	52	4226
CH_1	53	4061
CH_1	54	3836
CH_1	55	2514
CH_1	56	2138
CH_1	57	1995
CH_1	58	1951
CH_1	59	1613
CH_1	60	1613
CH_1	61	1427
CH_1	62	1291
CH_1	63	1258
CH_1	64	1195
CH_1	65	1183
CH_1	66	1048
CH_1	67	974
CH_1	68	928
CH_1	69	908
CH_1	70	770
CH_1	71	748
CH_1	72	726
CH_1	73	582
CH_1	74	552
CH_1	75	549
CH_1	76	547
CH_1	77	514
CH_1	78	503
CH_1	79	484
CH_1	80	483
CH_1	81	466
CH_1	82	448
CH_1	83	446
CH_1	84	419
CH_1	85	411
CH_1	86	411
CH_1	87	409
CH_1	88	406
CH_1	89	338
CH_1	90	333
CH_1	91	332
CH_1	92	328
CH_1	93	325
CH_1	94	320
CH_1	95	311
CH_1	96	304
CH_1	97	303
CH_1	98	296
CH_1	99	296
CH_1	100	286
CH_1	101	286
CH_1	102	275
CH_1	103	266
CH_1	104	249
CH_1	105	238
CH_1	106	226
CH_1	107	222
CH_1	108	222
CH_1	109	222
CH_1	110	220
CH_1	111	220
CH_1	112	219
CH_1	113	213
CH_1	114	213
CH_1	115	212
CH_1	116	209
CH_1	117	207
CH_1	118	205
CH_1	119	205
CH_1	120	199
CH_1	121	199
CH_1	122	198
CH_1	123	193
CH_1	124	179
CH_1	125	179
CH_1	126	179
CH_1	127	174
CH_1	128	171
CH_1	129	169
CH_1	130	161
CH_1	131	154
CH_1	132	153
CH_1	133	152
CH_1	134	151
CH_1	135	149
CH_1	136	149
CH_1	137	148
CH_1	138	146
CH_1	139	144
CH_1	140	141
CH_1	141	139
CH_1	142	138
CH_1	143	138
CH_1	144	130
CH_1	145	129
CH_1	146	129
CH_1	147	129
CH_1	148	129
CH_1	149	128
CH_1	150	127
CH_1	151	103
CH_1	152	102
CH_1	153	102
CH_1	154	100
CH_1	155	98
CH_1	156	98
CH_1	157	93
CH_1	158	79
CH_1	159	76
CH_1	160	76
CH_1	161	73
CH_1	162	73
CH_1	163	73
CH_1	164	72
CH_1	165	66
CH_1	166	63
CH_1	167	60
CH_1	168	59
CH_1	169	59
CH_1	170	58
CH_1	171	51
CH_1	172	51
CH_1	173	51
CH_1	174	51
CH_1	175	51
CH_1	176	40
CH_1	177	39
CH_1	178	38
CH_1	179	38
CH_1	180	37
CH_1	181	37
