chromosome	contig	contig_len
CH_1	1	790741
CH_1	2	487217
CH_1	3	454651
CH_1	4	406499
CH_1	5	387121
CH_1	6	288373
CH_1	7	213298
CH_1	8	203751
CH_1	9	193401
CH_1	10	147607
CH_1	11	133597
CH_1	12	132226
CH_1	13	129892
CH_1	14	129062
CH_1	15	113253
CH_1	16	112907
CH_1	17	111787
CH_1	18	91265
CH_1	20	51110
CH_1	21	50729
CH_1	22	43612
CH_1	23	41343
CH_1	24	39726
CH_1	25	33883
CH_1	26	31749
CH_1	27	30797
CH_1	28	29789
CH_1	29	29311
CH_1	30	23617
CH_1	32	18093
CH_1	33	16387
CH_1	34	15329
CH_1	36	9093
CH_1	37	8695
CH_1	38	7610
CH_1	40	5432
CH_1	41	4435
CH_1	42	4146
CH_1	43	3138
CH_1	44	2714
CH_1	45	2651
CH_1	46	1962
CH_1	47	1709
CH_1	48	1342
CH_1	49	1142
CH_1	50	921
CH_1	51	836
CH_1	52	812
CH_1	53	811
CH_1	54	796
CH_1	55	766
CH_1	56	766
CH_1	57	755
CH_1	58	739
CH_1	59	739
CH_1	60	704
CH_1	63	533
CH_1	64	523
CH_1	65	498
CH_1	66	487
CH_1	67	486
CH_1	68	486
CH_1	69	446
CH_1	70	438
CH_1	71	438
CH_1	72	421
CH_1	74	394
CH_1	75	371
CH_1	76	359
CH_1	77	359
CH_1	78	355
CH_1	79	342
CH_1	80	339
CH_1	81	336
CH_1	82	323
CH_1	83	313
CH_1	84	313
CH_1	85	308
CH_1	86	306
CH_1	87	301
CH_1	88	301
CH_1	89	296
CH_1	90	296
CH_1	91	289
CH_1	92	286
CH_1	93	282
CH_1	95	272
CH_1	96	264
CH_1	97	256
CH_1	98	251
CH_1	99	248
CH_1	100	248
CH_1	101	242
CH_1	102	242
CH_1	103	239
CH_1	104	228
CH_1	105	220
CH_1	106	213
CH_1	107	210
CH_1	108	207
CH_1	109	203
CH_1	110	200
CH_1	111	186
CH_1	113	183
CH_1	114	183
CH_1	115	182
CH_1	116	176
CH_1	117	173
CH_1	118	172
CH_1	119	170
CH_1	120	164
CH_1	121	161
CH_1	122	156
CH_1	123	150
CH_1	124	150
CH_1	125	149
CH_1	126	146
CH_1	127	144
CH_1	128	140
CH_1	129	140
CH_1	130	137
CH_1	131	137
CH_1	132	135
CH_1	133	134
CH_1	134	134
CH_1	135	134
CH_1	136	132
CH_1	137	131
CH_1	139	127
CH_1	140	121
CH_1	141	119
CH_1	142	115
CH_1	143	102
CH_1	144	87
CH_1	145	85
CH_1	146	82
CH_1	147	82
CH_1	148	73
CH_1	149	68
CH_1	150	68
CH_1	151	68
CH_1	152	67
CH_1	153	67
CH_1	154	65
CH_1	155	65
CH_1	156	65
CH_1	158	64
CH_1	159	64
CH_1	160	64
CH_1	161	63
CH_1	162	61
CH_1	163	61
CH_1	164	60
CH_1	165	59
CH_1	166	58
CH_1	167	56
CH_1	168	55
CH_1	169	55
CH_1	170	53
CH_1	171	47
CH_1	172	43
CH_1	173	43
CH_1	174	34
CH_1	175	34
CH_1	176	34
CH_1	177	33
CH_1	178	31
CH_1	179	30
