chromosome	contig	contig_len
CH_1	1	790741
CH_1	2	487217
CH_1	3	454650
CH_1	4	406499
CH_1	5	387125
CH_1	6	288373
CH_1	7	213302
CH_1	8	203751
CH_1	9	193401
CH_1	10	147607
CH_1	11	133597
CH_1	12	132226
CH_1	13	129901
CH_1	14	129661
CH_1	15	129062
CH_1	16	113253
CH_1	17	112907
CH_1	18	111787
CH_1	20	63634
CH_1	21	51110
CH_1	22	50729
CH_1	23	43612
CH_1	24	41343
CH_1	25	33883
CH_1	26	31749
CH_1	27	30797
CH_1	28	29789
CH_1	29	23617
CH_1	31	16384
CH_1	33	9093
CH_1	34	8695
CH_1	35	7610
CH_1	37	5432
CH_1	38	4435
CH_1	39	4150
CH_1	40	3150
CH_1	41	3138
CH_1	42	2651
CH_1	43	1962
CH_1	44	1776
CH_1	45	1709
CH_1	46	1342
CH_1	47	1142
CH_1	48	921
CH_1	49	836
CH_1	50	812
CH_1	51	811
CH_1	52	796
CH_1	53	766
CH_1	54	766
CH_1	55	755
CH_1	56	739
CH_1	57	739
CH_1	58	704
CH_1	61	533
CH_1	62	523
CH_1	63	498
CH_1	64	487
CH_1	65	486
CH_1	66	486
CH_1	67	446
CH_1	68	438
CH_1	69	438
CH_1	70	421
CH_1	72	394
CH_1	73	372
CH_1	74	359
CH_1	75	359
CH_1	76	355
CH_1	77	339
CH_1	78	336
CH_1	79	323
CH_1	80	313
CH_1	81	313
CH_1	82	308
CH_1	83	306
CH_1	84	301
CH_1	85	301
CH_1	86	296
CH_1	87	296
CH_1	88	286
CH_1	89	282
CH_1	91	272
CH_1	92	264
CH_1	93	256
CH_1	94	251
CH_1	95	248
CH_1	96	248
CH_1	97	242
CH_1	98	242
CH_1	99	239
CH_1	100	227
CH_1	101	220
CH_1	102	213
CH_1	103	210
CH_1	104	207
CH_1	105	203
CH_1	106	200
CH_1	107	186
CH_1	109	184
CH_1	110	183
CH_1	111	182
CH_1	112	176
CH_1	113	173
CH_1	114	172
CH_1	115	170
CH_1	116	164
CH_1	117	161
CH_1	118	156
CH_1	119	150
CH_1	120	149
CH_1	121	146
CH_1	122	144
CH_1	123	140
CH_1	124	137
CH_1	125	136
CH_1	126	135
CH_1	127	134
CH_1	128	134
CH_1	129	132
CH_1	130	131
CH_1	132	127
CH_1	133	123
CH_1	134	121
CH_1	135	115
CH_1	136	102
CH_1	137	87
CH_1	138	85
CH_1	139	82
CH_1	140	81
CH_1	141	73
CH_1	142	68
CH_1	143	68
CH_1	144	68
CH_1	145	67
CH_1	146	67
CH_1	147	66
CH_1	148	65
CH_1	149	65
CH_1	151	64
CH_1	152	64
CH_1	153	64
CH_1	154	64
CH_1	155	61
CH_1	156	61
CH_1	157	59
CH_1	158	59
CH_1	159	56
CH_1	160	53
CH_1	161	47
CH_1	162	43
CH_1	163	43
CH_1	164	34
CH_1	165	33
CH_1	166	31
CH_1	167	30
