chromosome	contig	contig_len
CH_1	1	790743
CH_1	2	454650
CH_1	3	406499
CH_1	4	387232
CH_1	5	380624
CH_1	6	358034
CH_1	7	288373
CH_1	8	203751
CH_1	9	175762
CH_1	10	147607
CH_1	11	133597
CH_1	12	132226
CH_1	13	129062
CH_1	14	113253
CH_1	15	112907
CH_1	16	111787
CH_1	17	106401
CH_1	18	91265
CH_1	20	51110
CH_1	21	50732
CH_1	22	43612
CH_1	23	41343
CH_1	24	39726
CH_1	25	33883
CH_1	26	33854
CH_1	27	31749
CH_1	28	30797
CH_1	29	29789
CH_1	30	25579
CH_1	31	23617
CH_1	33	16384
CH_1	35	9093
CH_1	36	8695
CH_1	37	7610
CH_1	39	5432
CH_1	40	4435
CH_1	41	4150
CH_1	42	3138
CH_1	43	2773
CH_1	44	2654
CH_1	45	1962
CH_1	46	1781
CH_1	47	1762
CH_1	48	1709
CH_1	49	1342
CH_1	50	1142
CH_1	51	921
CH_1	52	836
CH_1	53	812
CH_1	54	811
CH_1	55	796
CH_1	56	766
CH_1	57	766
CH_1	58	755
CH_1	59	739
CH_1	60	739
CH_1	61	720
CH_1	62	717
CH_1	63	704
CH_1	66	533
CH_1	67	523
CH_1	68	498
CH_1	69	487
CH_1	70	486
CH_1	71	486
CH_1	72	446
CH_1	73	438
CH_1	74	438
CH_1	75	421
CH_1	77	394
CH_1	78	372
CH_1	79	359
CH_1	80	359
CH_1	81	355
CH_1	82	342
CH_1	83	339
CH_1	84	336
CH_1	85	323
CH_1	86	313
CH_1	87	313
CH_1	88	308
CH_1	89	306
CH_1	90	301
CH_1	91	301
CH_1	92	296
CH_1	93	286
CH_1	94	282
CH_1	96	272
CH_1	97	264
CH_1	98	256
CH_1	99	251
CH_1	100	248
CH_1	101	248
CH_1	102	242
CH_1	103	242
CH_1	104	239
CH_1	105	228
CH_1	106	220
CH_1	107	213
CH_1	108	210
CH_1	109	207
CH_1	110	203
CH_1	111	200
CH_1	112	192
CH_1	113	189
CH_1	115	186
CH_1	116	183
CH_1	117	183
CH_1	118	182
CH_1	119	177
CH_1	120	176
CH_1	121	173
CH_1	122	172
CH_1	123	170
CH_1	124	164
CH_1	125	161
CH_1	126	156
CH_1	127	150
CH_1	128	150
CH_1	129	149
CH_1	130	146
CH_1	131	144
CH_1	132	140
CH_1	133	140
CH_1	134	137
CH_1	135	136
CH_1	136	135
CH_1	137	135
CH_1	138	134
CH_1	139	134
CH_1	140	132
CH_1	141	131
CH_1	143	127
CH_1	144	123
CH_1	145	121
CH_1	146	115
CH_1	147	102
CH_1	148	96
CH_1	149	92
CH_1	150	92
CH_1	151	87
CH_1	152	85
CH_1	153	82
CH_1	154	81
CH_1	155	80
CH_1	156	80
CH_1	157	73
CH_1	158	69
CH_1	159	68
CH_1	160	68
CH_1	161	67
CH_1	162	67
CH_1	163	65
CH_1	165	65
CH_1	166	65
CH_1	167	65
CH_1	168	65
CH_1	169	64
CH_1	170	64
CH_1	171	61
CH_1	172	61
CH_1	173	59
CH_1	174	59
CH_1	175	56
CH_1	176	53
CH_1	177	47
CH_1	178	43
CH_1	179	43
CH_1	180	34
CH_1	181	34
CH_1	182	31
CH_1	183	30
CH_1	184	30
