chromosome	contig	contig_len
CH_1	1	427579
CH_1	2	424203
CH_1	3	357503
CH_1	4	352119
CH_1	5	295202
CH_1	6	247270
CH_1	7	244415
CH_1	8	242095
CH_1	9	222972
CH_1	10	210984
CH_1	11	199620
CH_1	12	197549
CH_1	13	189359
CH_1	14	103002
CH_1	15	99365
CH_1	16	94947
CH_1	17	94049
CH_1	18	88177
CH_1	20	79547
CH_1	21	76910
CH_1	22	71491
CH_1	23	66957
CH_1	24	66736
CH_1	26	50656
CH_1	27	44572
CH_1	28	43618
CH_1	30	38097
CH_1	31	30746
CH_1	32	30729
CH_1	34	26220
CH_1	35	25006
CH_1	36	20491
CH_1	38	13515
CH_1	41	11669
CH_1	43	9069
CH_1	44	8748
CH_1	46	6251
CH_1	47	5845
CH_1	51	4970
CH_1	52	4221
CH_1	55	2261
CH_1	57	1840
CH_1	58	1614
CH_1	59	1588
CH_1	60	1550
CH_1	61	1543
CH_1	62	1459
CH_1	63	1420
CH_1	64	1413
CH_1	65	1407
CH_1	66	1361
CH_1	67	1291
CH_1	68	1239
CH_1	69	1236
CH_1	70	1204
CH_1	71	1108
CH_1	72	999
CH_1	73	944
CH_1	74	933
CH_1	75	933
CH_1	76	928
CH_1	77	924
CH_1	79	917
CH_1	80	917
CH_1	81	787
CH_1	82	787
CH_1	83	781
CH_1	84	781
CH_1	85	733
CH_1	86	722
CH_1	87	705
CH_1	88	622
CH_1	89	605
CH_1	90	605
CH_1	91	604
CH_1	92	581
CH_1	93	581
CH_1	94	580
CH_1	95	580
CH_1	96	535
CH_1	97	524
CH_1	98	499
CH_1	99	499
CH_1	100	498
CH_1	101	493
CH_1	102	493
CH_1	103	457
CH_1	106	431
CH_1	107	411
CH_1	108	395
CH_1	109	395
CH_1	110	387
CH_1	111	387
CH_1	112	376
CH_1	113	373
CH_1	114	373
CH_1	115	346
CH_1	116	346
CH_1	117	345
CH_1	118	345
CH_1	119	343
CH_1	120	341
CH_1	121	341
CH_1	122	339
CH_1	123	338
CH_1	124	336
CH_1	125	333
CH_1	126	333
CH_1	127	331
CH_1	128	325
CH_1	129	322
CH_1	130	322
CH_1	131	305
CH_1	132	305
CH_1	133	302
CH_1	135	296
CH_1	136	296
CH_1	137	296
CH_1	139	290
CH_1	140	290
CH_1	141	286
CH_1	143	275
CH_1	144	275
CH_1	145	272
CH_1	146	272
CH_1	147	266
CH_1	148	266
CH_1	149	266
CH_1	150	263
CH_1	151	261
CH_1	152	261
CH_1	153	257
CH_1	154	257
CH_1	155	256
CH_1	156	256
CH_1	158	251
CH_1	159	250
CH_1	160	249
CH_1	161	246
CH_1	162	242
CH_1	163	241
CH_1	165	238
CH_1	166	238
CH_1	168	234
CH_1	169	233
CH_1	170	228
CH_1	171	226
CH_1	172	224
CH_1	173	222
CH_1	174	222
CH_1	176	222
CH_1	177	221
CH_1	179	215
CH_1	182	213
CH_1	183	212
CH_1	184	212
CH_1	185	211
CH_1	187	210
CH_1	188	206
CH_1	190	203
CH_1	191	202
CH_1	192	200
CH_1	193	198
CH_1	194	197
CH_1	195	195
CH_1	196	190
CH_1	197	187
CH_1	198	187
CH_1	200	185
CH_1	201	183
CH_1	202	179
CH_1	203	179
CH_1	204	176
CH_1	205	174
CH_1	207	172
CH_1	208	169
CH_1	209	167
CH_1	210	167
CH_1	211	166
CH_1	212	163
CH_1	213	162
CH_1	214	162
CH_1	215	161
CH_1	216	161
CH_1	217	157
CH_1	218	154
CH_1	219	152
CH_1	220	152
CH_1	221	152
CH_1	222	152
CH_1	223	150
CH_1	224	149
CH_1	225	149
CH_1	226	147
CH_1	227	147
CH_1	228	146
CH_1	229	146
CH_1	230	145
CH_1	231	144
CH_1	232	144
CH_1	233	144
CH_1	234	142
CH_1	235	140
CH_1	236	139
CH_1	237	139
CH_1	238	138
CH_1	240	137
CH_1	241	137
CH_1	242	135
CH_1	243	134
CH_1	244	134
CH_1	245	133
CH_1	246	133
CH_1	247	133
CH_1	248	131
CH_1	249	131
CH_1	250	130
CH_1	251	129
CH_1	252	128
CH_1	253	122
CH_1	256	114
CH_1	257	114
CH_1	258	110
CH_1	259	100
CH_1	260	97
CH_1	261	93
CH_1	264	79
CH_1	266	73
CH_1	267	73
CH_1	268	73
CH_1	269	63
CH_1	270	63
CH_1	271	61
CH_1	272	59
CH_1	273	58
CH_1	274	58
CH_1	276	58
CH_1	277	57
CH_1	278	56
CH_1	280	39
CH_1	281	39
CH_1	282	36
CH_1	283	34
CH_1	284	34
CH_1	286	28
