chromosome	contig	contig_len
CH_1	1	437536
CH_1	2	405657
CH_1	3	392012
CH_1	4	391462
CH_1	5	299723
CH_1	6	263904
CH_1	7	235950
CH_1	8	217058
CH_1	9	200917
CH_1	10	192450
CH_1	11	184765
CH_1	12	183892
CH_1	13	148408
CH_1	14	139714
CH_1	15	137343
CH_1	16	119525
CH_1	17	116506
CH_1	18	99987
CH_1	19	88262
CH_1	20	81654
CH_1	22	54389
CH_1	23	53530
CH_1	24	51120
CH_1	25	46855
CH_1	26	45001
CH_1	27	33661
CH_1	28	31302
CH_1	29	30712
CH_1	30	29994
CH_1	31	26140
CH_1	34	19879
CH_1	35	18106
CH_1	37	14308
CH_1	38	13979
CH_1	40	12294
CH_1	41	11712
CH_1	43	10758
CH_1	45	9300
CH_1	47	6749
CH_1	48	5662
CH_1	49	5262
CH_1	50	4440
CH_1	52	2769
CH_1	55	2123
CH_1	56	2072
CH_1	57	1772
CH_1	58	1724
CH_1	59	1344
CH_1	61	1022
CH_1	62	909
CH_1	63	908
CH_1	64	891
CH_1	65	888
CH_1	66	855
CH_1	67	844
CH_1	68	794
CH_1	69	766
CH_1	70	757
CH_1	71	744
CH_1	72	742
CH_1	73	734
CH_1	74	694
CH_1	75	681
CH_1	76	663
CH_1	77	654
CH_1	78	653
CH_1	79	631
CH_1	81	623
CH_1	82	591
CH_1	83	569
CH_1	84	530
CH_1	85	518
CH_1	86	518
CH_1	87	510
CH_1	89	459
CH_1	90	455
CH_1	91	452
CH_1	92	444
CH_1	94	424
CH_1	95	418
CH_1	96	418
CH_1	97	398
CH_1	98	391
CH_1	99	386
CH_1	100	386
CH_1	101	383
CH_1	102	380
CH_1	103	365
CH_1	104	357
CH_1	105	351
CH_1	106	351
CH_1	107	350
CH_1	108	342
CH_1	109	341
CH_1	110	339
CH_1	111	337
CH_1	112	312
CH_1	113	305
CH_1	114	303
CH_1	115	289
CH_1	116	286
CH_1	117	286
CH_1	118	268
CH_1	119	259
CH_1	120	253
CH_1	121	245
CH_1	122	243
CH_1	123	243
CH_1	124	239
CH_1	125	238
CH_1	126	233
CH_1	127	227
CH_1	128	226
CH_1	129	226
CH_1	130	221
CH_1	131	220
CH_1	132	220
CH_1	133	214
CH_1	134	211
CH_1	135	208
CH_1	136	206
CH_1	137	199
CH_1	138	186
CH_1	139	184
CH_1	140	178
CH_1	141	174
CH_1	142	173
CH_1	143	161
CH_1	144	159
CH_1	145	159
CH_1	146	156
CH_1	147	155
CH_1	148	152
CH_1	149	150
CH_1	150	148
CH_1	151	148
CH_1	152	146
CH_1	153	146
CH_1	154	144
CH_1	155	143
CH_1	156	143
CH_1	157	143
CH_1	158	141
CH_1	159	141
CH_1	160	141
CH_1	161	140
CH_1	162	139
CH_1	163	137
CH_1	164	136
CH_1	165	130
CH_1	166	130
CH_1	167	129
CH_1	168	129
CH_1	169	124
CH_1	170	120
CH_1	171	120
CH_1	172	119
CH_1	173	119
CH_1	174	115
CH_1	175	111
CH_1	176	91
CH_1	177	91
CH_1	178	91
CH_1	179	91
CH_1	180	82
CH_1	181	81
CH_1	182	81
CH_1	183	77
CH_1	184	76
CH_1	185	76
CH_1	187	69
CH_1	188	68
CH_1	192	63
CH_1	193	58
CH_1	194	58
CH_1	195	55
CH_1	196	55
CH_1	197	53
CH_1	198	52
CH_1	199	51
CH_1	200	47
CH_1	201	46
CH_1	202	46
CH_1	203	45
CH_1	204	45
CH_1	205	45
CH_1	206	44
CH_1	208	42
CH_1	209	42
CH_1	210	40
CH_1	211	40
CH_1	212	39
CH_1	213	37
CH_1	214	37
CH_1	215	37
CH_1	216	37
CH_1	217	31
CH_1	218	31
CH_1	219	30
