chromosome	contig	contig_len
CH_1	1	441429
CH_1	2	385077
CH_1	3	323733
CH_1	4	260446
CH_1	5	251252
CH_1	6	250414
CH_1	7	233937
CH_1	8	190729
CH_1	9	178272
CH_1	10	152111
CH_1	11	150465
CH_1	12	145065
CH_1	13	144313
CH_1	14	139756
CH_1	15	107280
CH_1	16	94627
CH_1	17	89256
CH_1	18	89212
CH_1	19	80835
CH_1	20	70529
CH_1	21	68713
CH_1	22	67851
CH_1	23	66266
CH_1	24	65878
CH_1	25	64180
CH_1	27	56329
CH_1	28	56113
CH_1	29	54784
CH_1	30	50035
CH_1	31	45404
CH_1	32	45115
CH_1	33	43744
CH_1	34	39811
CH_1	35	36261
CH_1	36	35358
CH_1	37	30586
CH_1	38	30398
CH_1	39	29887
CH_1	40	28375
CH_1	41	27559
CH_1	42	26921
CH_1	43	26140
CH_1	44	25925
CH_1	45	23184
CH_1	46	20544
CH_1	47	19460
CH_1	48	19133
CH_1	49	17135
CH_1	50	15968
CH_1	51	15120
CH_1	52	12110
CH_1	53	11727
CH_1	54	10520
CH_1	55	8985
CH_1	56	6582
CH_1	57	6569
CH_1	58	6245
CH_1	59	5523
CH_1	60	5171
CH_1	61	5054
CH_1	62	5011
CH_1	63	4760
CH_1	64	4225
CH_1	66	3484
CH_1	67	3316
CH_1	68	2874
CH_1	69	1589
CH_1	71	1457
CH_1	72	1445
CH_1	73	1442
CH_1	74	1430
CH_1	76	1408
CH_1	77	1395
CH_1	78	1355
CH_1	79	1295
CH_1	80	1244
CH_1	81	1235
CH_1	82	1201
CH_1	83	1174
CH_1	84	1147
CH_1	85	1141
CH_1	86	1085
CH_1	87	1054
CH_1	88	989
CH_1	89	989
CH_1	90	975
CH_1	91	946
CH_1	92	946
CH_1	93	911
CH_1	94	903
CH_1	95	805
CH_1	96	794
CH_1	97	764
CH_1	98	760
CH_1	99	742
CH_1	100	730
CH_1	101	727
CH_1	102	699
CH_1	103	699
CH_1	104	667
CH_1	105	641
CH_1	106	629
CH_1	107	598
CH_1	108	586
CH_1	109	585
CH_1	110	585
CH_1	111	576
CH_1	112	574
CH_1	113	548
CH_1	114	545
CH_1	115	539
CH_1	116	527
CH_1	117	502
CH_1	118	489
CH_1	119	485
CH_1	120	478
CH_1	121	477
CH_1	122	468
CH_1	123	461
CH_1	124	456
CH_1	125	454
CH_1	126	452
CH_1	127	429
CH_1	128	425
CH_1	129	409
CH_1	130	406
CH_1	131	402
CH_1	132	393
CH_1	133	389
CH_1	134	388
CH_1	135	387
CH_1	136	377
CH_1	137	368
CH_1	138	368
CH_1	139	345
CH_1	140	345
CH_1	141	344
CH_1	142	334
CH_1	143	328
CH_1	144	328
CH_1	145	328
CH_1	146	325
CH_1	147	325
CH_1	148	312
CH_1	149	311
CH_1	150	310
CH_1	151	304
CH_1	152	304
CH_1	153	296
CH_1	154	284
CH_1	155	281
CH_1	156	280
CH_1	157	279
CH_1	158	278
CH_1	159	275
CH_1	160	266
CH_1	161	266
CH_1	162	260
CH_1	163	260
CH_1	164	260
CH_1	165	259
CH_1	166	257
CH_1	167	257
CH_1	168	254
CH_1	169	249
CH_1	170	245
CH_1	171	229
CH_1	172	223
CH_1	173	223
CH_1	174	223
CH_1	175	222
CH_1	176	217
CH_1	177	212
CH_1	178	209
CH_1	179	208
CH_1	180	208
CH_1	181	207
CH_1	182	207
CH_1	183	207
CH_1	184	205
CH_1	185	203
CH_1	186	202
CH_1	187	202
CH_1	188	200
CH_1	189	199
CH_1	190	199
CH_1	191	196
CH_1	192	196
CH_1	193	195
CH_1	194	189
CH_1	195	189
CH_1	196	188
CH_1	197	187
CH_1	199	186
CH_1	200	186
CH_1	201	184
CH_1	202	184
CH_1	203	184
CH_1	204	182
CH_1	205	181
CH_1	206	179
CH_1	207	177
CH_1	208	176
CH_1	209	175
CH_1	210	170
CH_1	211	169
CH_1	212	169
CH_1	213	168
CH_1	214	168
CH_1	215	166
CH_1	216	162
CH_1	217	157
CH_1	218	157
CH_1	219	157
CH_1	220	155
CH_1	221	154
CH_1	222	153
CH_1	223	153
CH_1	224	152
CH_1	225	149
CH_1	226	146
CH_1	227	146
CH_1	228	146
CH_1	229	145
CH_1	230	144
CH_1	231	143
CH_1	232	143
CH_1	233	140
CH_1	234	140
CH_1	235	139
CH_1	236	139
CH_1	237	138
CH_1	238	138
CH_1	239	137
CH_1	240	135
CH_1	241	134
CH_1	242	133
CH_1	243	131
CH_1	244	131
CH_1	245	131
CH_1	246	131
CH_1	247	129
CH_1	248	129
CH_1	249	128
CH_1	250	128
CH_1	251	125
CH_1	252	122
CH_1	253	117
CH_1	254	112
CH_1	255	107
CH_1	256	107
CH_1	257	102
CH_1	258	100
CH_1	259	93
CH_1	260	92
CH_1	261	92
CH_1	262	91
CH_1	263	91
CH_1	264	91
CH_1	265	91
CH_1	266	89
CH_1	267	88
CH_1	268	88
CH_1	269	86
CH_1	270	79
CH_1	271	77
CH_1	272	77
CH_1	273	76
CH_1	274	75
CH_1	275	71
CH_1	276	64
CH_1	277	64
CH_1	278	64
CH_1	279	63
CH_1	280	63
CH_1	281	63
CH_1	282	63
CH_1	283	62
CH_1	284	59
CH_1	285	50
CH_1	286	49
CH_1	287	49
CH_1	288	49
CH_1	289	49
CH_1	290	41
CH_1	291	40
CH_1	292	40
CH_1	293	37
CH_1	294	36
CH_1	295	35
CH_1	296	35
CH_1	297	34
CH_1	298	34
CH_1	299	34
CH_1	300	33
CH_1	301	33
CH_1	302	30
