chromosome	contig	contig_len
CH_1	1	385987
CH_1	2	379850
CH_1	3	371010
CH_1	4	297421
CH_1	5	287332
CH_1	6	271970
CH_1	7	245302
CH_1	8	235503
CH_1	9	228030
CH_1	10	205415
CH_1	11	196211
CH_1	12	189473
CH_1	13	187892
CH_1	14	177209
CH_1	15	164978
CH_1	16	158923
CH_1	17	137492
CH_1	18	113546
CH_1	19	113467
CH_1	20	84113
CH_1	21	77828
CH_1	22	54089
CH_1	23	46299
CH_1	24	41336
CH_1	26	37281
CH_1	27	36788
CH_1	28	30784
CH_1	29	29857
CH_1	32	26648
CH_1	34	15973
CH_1	35	14508
CH_1	37	13326
CH_1	38	12356
CH_1	42	7551
CH_1	43	6892
CH_1	44	5748
CH_1	46	4110
CH_1	47	3861
CH_1	49	3711
CH_1	51	2989
CH_1	52	2803
CH_1	53	2581
CH_1	54	2360
CH_1	55	2013
CH_1	57	1835
CH_1	59	1352
CH_1	60	1331
CH_1	61	1076
CH_1	62	955
CH_1	63	955
CH_1	64	768
CH_1	65	710
CH_1	66	709
CH_1	67	709
CH_1	68	703
CH_1	69	703
CH_1	70	701
CH_1	71	693
CH_1	72	688
CH_1	73	667
CH_1	74	667
CH_1	77	556
CH_1	78	539
CH_1	79	518
CH_1	80	506
CH_1	81	474
CH_1	82	456
CH_1	83	430
CH_1	84	430
CH_1	85	414
CH_1	87	391
CH_1	88	391
CH_1	89	391
CH_1	91	384
CH_1	92	358
CH_1	93	355
CH_1	94	340
CH_1	95	338
CH_1	96	327
CH_1	97	327
CH_1	98	323
CH_1	99	310
CH_1	100	310
CH_1	101	304
CH_1	102	304
CH_1	103	296
CH_1	104	269
CH_1	105	260
CH_1	106	255
CH_1	107	255
CH_1	108	253
CH_1	109	253
CH_1	110	248
CH_1	111	224
CH_1	112	218
CH_1	113	214
CH_1	114	214
CH_1	115	209
CH_1	116	204
CH_1	117	200
CH_1	118	200
CH_1	119	197
CH_1	120	189
CH_1	121	181
CH_1	122	176
CH_1	123	176
CH_1	124	174
CH_1	125	173
CH_1	126	172
CH_1	127	172
CH_1	128	172
CH_1	129	171
CH_1	130	171
CH_1	131	171
CH_1	132	171
CH_1	133	167
CH_1	134	164
CH_1	135	164
CH_1	136	163
CH_1	137	163
CH_1	138	160
CH_1	139	156
CH_1	140	156
CH_1	141	152
CH_1	142	148
CH_1	143	148
CH_1	146	138
CH_1	147	136
CH_1	148	133
CH_1	149	133
CH_1	150	132
CH_1	151	132
CH_1	152	128
CH_1	154	127
CH_1	155	127
CH_1	156	127
CH_1	157	124
CH_1	158	118
CH_1	159	118
CH_1	160	111
CH_1	161	111
CH_1	162	110
CH_1	163	110
CH_1	164	109
CH_1	165	109
CH_1	166	102
CH_1	167	100
CH_1	168	96
CH_1	169	96
CH_1	170	92
CH_1	172	84
CH_1	173	81
CH_1	174	81
CH_1	175	79
CH_1	176	73
CH_1	177	73
CH_1	178	73
CH_1	179	70
CH_1	180	63
CH_1	181	63
CH_1	182	61
CH_1	183	61
CH_1	184	61
CH_1	185	57
CH_1	186	57
CH_1	187	56
CH_1	188	55
CH_1	189	55
CH_1	190	55
CH_1	191	55
CH_1	192	55
CH_1	193	44
CH_1	194	44
CH_1	195	43
CH_1	196	40
CH_1	197	39
CH_1	198	39
CH_1	199	34
CH_1	200	33
CH_1	201	33
CH_1	202	32
CH_1	203	32
