chromosome	contig	contig_len
CH_1	1	436740
CH_1	2	405439
CH_1	3	345468
CH_1	4	285765
CH_1	5	263959
CH_1	6	228945
CH_1	7	217133
CH_1	8	215888
CH_1	9	182920
CH_1	10	156858
CH_1	11	134890
CH_1	12	133034
CH_1	13	130974
CH_1	14	126811
CH_1	15	118643
CH_1	16	116589
CH_1	17	99913
CH_1	18	89898
CH_1	19	88034
CH_1	20	87164
CH_1	21	84639
CH_1	22	73854
CH_1	23	69881
CH_1	24	67751
CH_1	26	43730
CH_1	27	42556
CH_1	28	37913
CH_1	29	36639
CH_1	30	36347
CH_1	31	32976
CH_1	32	30785
CH_1	33	29564
CH_1	34	26140
CH_1	35	25438
CH_1	36	24796
CH_1	38	21104
CH_1	39	17892
CH_1	40	17291
CH_1	41	16623
CH_1	42	16304
CH_1	43	15122
CH_1	44	14859
CH_1	45	14213
CH_1	46	14051
CH_1	47	11110
CH_1	48	10960
CH_1	52	8034
CH_1	53	6077
CH_1	54	5940
CH_1	55	5406
CH_1	57	4882
CH_1	58	4392
CH_1	59	4259
CH_1	60	3224
CH_1	61	3124
CH_1	62	2764
CH_1	63	2249
CH_1	64	1992
CH_1	65	1991
CH_1	66	1953
CH_1	67	1867
CH_1	68	1723
CH_1	69	1653
CH_1	70	1646
CH_1	71	1577
CH_1	72	1556
CH_1	73	1513
CH_1	74	1438
CH_1	75	1274
CH_1	76	1195
CH_1	77	1178
CH_1	78	1113
CH_1	79	1048
CH_1	80	999
CH_1	81	987
CH_1	82	984
CH_1	83	982
CH_1	84	931
CH_1	85	822
CH_1	86	759
CH_1	87	750
CH_1	88	743
CH_1	89	705
CH_1	90	635
CH_1	91	616
CH_1	92	613
CH_1	93	537
CH_1	94	513
CH_1	95	493
CH_1	96	493
CH_1	97	447
CH_1	98	447
CH_1	99	424
CH_1	100	398
CH_1	101	398
CH_1	102	383
CH_1	103	370
CH_1	104	367
CH_1	105	367
CH_1	106	367
CH_1	107	366
CH_1	108	366
CH_1	110	345
CH_1	111	344
CH_1	112	342
CH_1	113	331
CH_1	114	327
CH_1	116	314
CH_1	117	307
CH_1	118	301
CH_1	119	299
CH_1	120	298
CH_1	123	283
CH_1	124	280
CH_1	125	280
CH_1	126	277
CH_1	127	276
CH_1	128	275
CH_1	130	258
CH_1	131	256
CH_1	132	253
CH_1	133	249
CH_1	134	239
CH_1	135	234
CH_1	136	234
CH_1	137	231
CH_1	138	226
CH_1	139	224
CH_1	140	219
CH_1	141	212
CH_1	142	207
CH_1	143	206
CH_1	144	199
CH_1	145	199
CH_1	146	196
CH_1	147	195
CH_1	148	193
CH_1	150	183
CH_1	151	182
CH_1	152	181
CH_1	153	180
CH_1	155	174
CH_1	157	167
CH_1	158	162
CH_1	159	161
CH_1	160	158
CH_1	161	155
CH_1	162	151
CH_1	163	150
CH_1	164	149
CH_1	165	148
CH_1	166	144
CH_1	167	143
CH_1	169	142
CH_1	170	136
CH_1	172	136
CH_1	174	134
CH_1	175	134
CH_1	176	132
CH_1	177	131
CH_1	178	130
CH_1	179	128
CH_1	180	128
CH_1	182	125
CH_1	183	125
CH_1	184	122
CH_1	185	121
CH_1	186	121
CH_1	187	115
CH_1	188	115
CH_1	189	115
CH_1	190	114
CH_1	191	105
CH_1	192	104
CH_1	193	104
CH_1	195	102
CH_1	198	100
CH_1	199	99
CH_1	200	93
CH_1	201	91
CH_1	202	91
CH_1	203	90
CH_1	205	81
CH_1	206	76
CH_1	207	69
CH_1	208	66
CH_1	210	65
CH_1	211	65
CH_1	212	63
CH_1	213	62
CH_1	214	58
CH_1	215	58
CH_1	216	50
CH_1	218	46
CH_1	219	42
CH_1	220	41
CH_1	221	41
CH_1	222	38
CH_1	223	37
CH_1	224	31
CH_1	225	30
CH_1	226	29
