contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length	read_depth	gc_content
1	0	1	0.00204612	0.9986955	0	1	0.0	1.0	0.023646290885428	0.976353709114572	790743	0.9591757418028136	0.5116618167976195
2	0	1	0.0013698137	0.9992386	0	1	0.0	1.0	0.0229923531900901	0.97700764680991	454650	0.904152592839139	0.5063697349609589
3	0	1	0.0010464861	0.999441	0	1	0.0	1.0	0.0333382609979478	0.966661739002052	406499	1.0	0.5093198261250336
4	0	1	0.00095253764	0.9995029	0	1	0.0	1.0	0.0450997957574879	0.954900204242512	387232	1.0496439428144193	0.5105182422940253
5	0	1	0.0038470859	0.9978487	0	1	0.0	1.0	0.0200021149347429	0.979997885065257	380624	0.8603087839499903	0.504093278405986
6	0	1	0.00090841646	0.99955106	0	1	0.0	1.0	0.0369541874465624	0.963045812553438	358034	1.0432258374356993	0.5056139919672433
7	0	1	0.0012743388	0.99933374	0	1	0.0	1.0	0.0373524623748988	0.962647537625101	288373	1.097724094720053	0.5069025186130462
8	0	1	0.007947596	0.99574655	0	1	0.0	1.0	0.0234720563073141	0.976527943692686	203751	1.0685730540641665	0.5075901467968256
9	0	1	0.0017048242	0.9991168	0	1	0.0	1.0	0.019621129298918	0.980378870701082	175762	1.0882304769671136	0.5153844403227091
10	0	1	0.004373985	0.99746966	0	1	0.0	1.0	0.0530823761484728	0.946917623851527	147607	1.0795249814065222	0.5111410705454348
11	0	1	0.023376323	0.9864595	0	1	0.04	0.96	0.0248718651412272	0.975128134858773	133597	0.9440477349140316	0.4804673757644258
12	0	1	0.010678548	0.99407184	0	1	0.0	1.0	0.0193506615867577	0.980649338413242	132226	0.93164490342378	0.5071166033911636
13	0	1	0.002474613	0.9986819	0	1	0.0	1.0	0.0308952032024333	0.969104796797567	129062	1.0886885004894271	0.5090499139948242
14	0	1	0.0036545324	0.99804926	0	1	0.0	1.0	0.0348444957265199	0.96515550427348	113253	0.9812061113093972	0.5181143104376926
15	0	1	0.0025115672	0.9986895	0	1	0.0	1.0	0.0637786433746885	0.936221356625311	112907	1.1207598922327129	0.5167615825413836
16	0	1	0.025082028	0.98506296	0	1	0.0	1.0	0.0241442434201774	0.975855756579823	111787	0.8539148068736975	0.4943955916161986
17	0	1	0.015954325	0.99077594	0	1	0.0	1.0	0.0160900548887782	0.983909945111222	106401	0.8089614235442257	0.4807661582127988
18	0	1	0.031401366	0.9814819	0	1	0.0	1.0	0.0232399436258272	0.976760056374173	91265	0.8572320756868801	0.4909001260066838
19	1	0	0.02822639	0.98199093	1	0	0.995	0.005	0.720119640648427	0.279880359351573	89983	0.7179160635982695	0.5018948023515553
20	0	1	0.037541084	0.9771122	0	1	0.0	1.0	0.0151954106207773	0.984804589379223	51110	0.8657062222357357	0.4960477401682645
21	0	1	0.04569029	0.97189873	0	1	0.205	0.795	0.12666601277872	0.87333398722128	50732	0.966908538135653	0.5090869668059608
22	0	1	0.049586754	0.97035056	0	1	0.028	0.972	0.228185341917604	0.771814658082396	43612	0.9409529437587024	0.5066036870586077
23	0	1	0.008854492	0.9953246	0	1	0.0	1.0	0.0273594923750756	0.972640507624924	41343	1.0745677327483087	0.492538035459449
24	0	1	0.08472868	0.94711983	0	1	0.062	0.938	0.0308174902645428	0.969182509735457	39726	0.8110842055304538	0.4796355031968987
25	0	1	0.038922265	0.97710264	0	1	0.189	0.811	0.0828977331704143	0.917102266829586	33883	0.9588840773982176	0.4767582563527432
26	0	1	0.12362873	0.92052495	0	1	0.106	0.894	0.0817471010053239	0.918252898994676	33854	0.984032213893886	0.4783186624918769
27	0	1	0.06798629	0.95938337	0	1	0.003	0.997	0.0113537057739107	0.988646294226089	31749	0.8650992366560131	0.4986613751614224
28	0	1	0.011951475	0.9936058	0	1	0.008	0.992	0.116160157871514	0.883839842128486	30797	1.0390103504279	0.5249212585641458
29	0	1	0.008057708	0.9960171	0	1	0.0	1.0	0.051803645473822	0.948196354526178	29789	1.1804226766469263	0.5347947228842862
30	0	1	0.22717069	0.8476962	0	1	0.393	0.607	0.0886764740635198	0.91132352593648	25579	0.9330496017034592	0.453340630986356
31	0	1	0.021983972	0.9880806	0	1	0.097	0.903	0.0959701929628366	0.904029807037163	23617	1.0536378675979614	0.5114112715416861
32	1	0	0.11013853	0.9284553	1	0	0.972	0.028	0.620502106862099	0.379497893137901	23505	0.6626548940442715	0.4473090831737928
33	0	1	0.1405789	0.9093622	0	1	0.814	0.186	0.234863960067793	0.765136039932207	16384	0.9633364511717476	0.46533203125
34	1	0	0.063791275	0.9616151	1	0	0.774	0.226	0.675228331050003	0.324771668949997	12516	0.7339318438154622	0.5100671140939598
35	0	1	0.029902838	0.9844295	0	1	0.142	0.858	0.0152373745659954	0.984762625434005	9093	0.9285578398185914	0.5552622896733751
36	0	1	0.023594573	0.9882596	0	1	0.195	0.805	0.0432711574482955	0.956728842551705	8695	0.9946850372176153	0.5700977573317999
37	0	1	0.14718461	0.9075599	0	1	0.021	0.979	0.0285511971317821	0.971448802868218	7610	0.9801021214820572	0.4938239159001314
38	0	1	0.80026895	0.4650279	1	0	0.913	0.087	0.629989308700473	0.370010691299527	6995	4.27716008390398	0.4759113652609006
