chromosome	contig	contig_len
CH_1	1	513051
CH_1	2	329670
CH_1	3	308781
CH_1	4	283844
CH_1	5	249514
CH_1	6	244462
CH_1	7	216246
CH_1	8	197387
CH_1	9	174548
CH_1	10	171191
CH_1	11	163056
CH_1	12	156632
CH_1	13	145622
CH_1	14	145002
CH_1	15	130561
CH_1	16	120213
CH_1	17	111397
CH_1	18	110617
CH_1	19	107267
CH_1	20	97845
CH_1	21	68106
CH_1	22	61703
CH_1	23	56576
CH_1	24	52709
CH_1	25	51761
CH_1	27	46687
CH_1	28	43228
CH_1	29	32998
CH_1	30	32615
CH_1	31	30231
CH_1	32	29522
CH_1	33	27097
CH_1	34	26587
CH_1	35	26272
CH_1	36	22561
CH_1	37	21941
CH_1	38	19466
CH_1	39	18563
CH_1	43	15153
CH_1	44	14742
CH_1	45	14723
CH_1	46	14575
CH_1	47	14304
CH_1	48	13358
CH_1	49	12520
CH_1	50	12047
CH_1	51	11495
CH_1	52	9000
CH_1	53	8936
CH_1	55	7183
CH_1	57	6432
CH_1	58	6411
CH_1	59	6320
CH_1	62	5841
CH_1	63	5631
CH_1	65	5432
CH_1	67	5230
CH_1	68	4840
CH_1	69	4675
CH_1	70	4458
CH_1	72	4219
CH_1	73	4199
CH_1	75	3591
CH_1	76	3486
CH_1	77	2906
CH_1	78	2857
CH_1	81	2725
CH_1	82	2690
CH_1	83	2639
CH_1	84	2136
CH_1	86	1937
CH_1	87	1673
CH_1	88	1631
CH_1	90	1526
CH_1	92	1384
CH_1	93	1358
CH_1	94	1323
CH_1	95	1311
CH_1	96	1286
CH_1	97	1238
CH_1	98	1193
CH_1	99	1114
CH_1	100	1109
CH_1	101	1068
CH_1	102	1015
CH_1	103	992
CH_1	104	986
CH_1	105	977
CH_1	106	973
CH_1	107	973
CH_1	108	950
CH_1	109	942
CH_1	110	927
CH_1	111	911
CH_1	112	811
CH_1	113	808
CH_1	114	785
CH_1	115	753
CH_1	116	746
CH_1	117	746
CH_1	118	743
CH_1	119	730
CH_1	120	730
CH_1	121	722
CH_1	122	708
CH_1	123	684
CH_1	124	648
CH_1	125	639
CH_1	126	639
CH_1	127	599
CH_1	128	597
CH_1	129	589
CH_1	130	583
CH_1	131	580
CH_1	132	558
CH_1	133	542
CH_1	134	539
CH_1	135	537
CH_1	136	523
CH_1	137	518
CH_1	138	514
CH_1	139	511
CH_1	140	510
CH_1	141	506
CH_1	142	505
CH_1	143	504
CH_1	144	498
CH_1	145	488
CH_1	146	474
CH_1	147	466
CH_1	148	465
CH_1	150	454
CH_1	151	451
CH_1	152	450
CH_1	153	446
CH_1	154	445
CH_1	155	436
CH_1	156	409
CH_1	157	406
CH_1	158	391
CH_1	159	391
CH_1	160	386
CH_1	161	385
CH_1	162	373
CH_1	163	372
CH_1	164	370
CH_1	165	369
CH_1	166	364
CH_1	167	364
CH_1	168	356
CH_1	169	353
CH_1	170	353
CH_1	171	347
CH_1	172	347
CH_1	173	347
CH_1	174	342
CH_1	175	342
CH_1	176	341
CH_1	177	338
CH_1	178	331
CH_1	179	331
CH_1	180	329
CH_1	181	329
CH_1	182	328
CH_1	183	327
CH_1	184	327
CH_1	185	325
CH_1	186	321
CH_1	187	320
CH_1	188	316
CH_1	189	316
CH_1	190	315
CH_1	191	315
CH_1	192	298
CH_1	193	295
CH_1	194	295
CH_1	195	295
CH_1	196	295
CH_1	197	292
CH_1	198	285
CH_1	200	279
CH_1	201	278
CH_1	202	277
CH_1	203	275
CH_1	204	267
CH_1	205	266
CH_1	206	264
CH_1	207	262
CH_1	208	261
CH_1	209	257
CH_1	210	257
CH_1	211	257
CH_1	212	255
CH_1	213	251
CH_1	215	244
CH_1	216	239
CH_1	217	238
CH_1	219	238
CH_1	220	235
CH_1	221	235
CH_1	224	234
CH_1	225	232
CH_1	226	232
CH_1	229	227
CH_1	230	223
CH_1	231	221
CH_1	233	220
CH_1	234	219
CH_1	235	219
CH_1	236	218
CH_1	237	217
CH_1	238	215
CH_1	239	212
CH_1	240	212
CH_1	241	210
CH_1	242	208
CH_1	243	206
CH_1	245	205
CH_1	246	203
CH_1	247	200
CH_1	248	198
CH_1	249	198
CH_1	250	196
CH_1	252	193
CH_1	253	193
CH_1	254	191
CH_1	255	190
CH_1	258	190
CH_1	259	189
CH_1	260	189
CH_1	261	188
CH_1	262	188
CH_1	263	188
CH_1	264	186
CH_1	265	182
CH_1	266	182
CH_1	267	181
CH_1	268	178
CH_1	269	176
CH_1	271	174
CH_1	272	174
CH_1	273	174
CH_1	274	173
CH_1	275	173
CH_1	276	172
CH_1	278	169
CH_1	279	169
CH_1	280	169
CH_1	281	167
CH_1	282	167
CH_1	283	165
CH_1	284	165
CH_1	285	165
CH_1	286	164
CH_1	287	164
CH_1	289	163
CH_1	290	161
CH_1	291	161
CH_1	292	160
CH_1	294	157
CH_1	295	157
CH_1	298	156
CH_1	299	155
CH_1	300	152
CH_1	301	151
CH_1	302	149
CH_1	303	149
CH_1	304	149
CH_1	305	147
CH_1	306	145
CH_1	309	143
CH_1	310	143
CH_1	312	140
CH_1	313	139
CH_1	314	139
CH_1	315	138
CH_1	316	137
CH_1	317	137
CH_1	318	137
CH_1	319	136
CH_1	320	136
CH_1	321	135
CH_1	322	135
CH_1	324	134
CH_1	325	133
CH_1	326	133
CH_1	327	133
CH_1	328	133
CH_1	329	133
CH_1	330	132
CH_1	331	132
CH_1	332	130
CH_1	333	129
CH_1	334	129
CH_1	335	128
CH_1	336	128
CH_1	337	128
CH_1	338	128
CH_1	339	125
CH_1	341	124
CH_1	342	120
CH_1	343	120
CH_1	344	120
CH_1	345	117
CH_1	347	110
CH_1	348	109
CH_1	350	102
CH_1	351	101
CH_1	352	101
CH_1	353	100
CH_1	356	100
CH_1	357	99
CH_1	358	99
CH_1	359	99
CH_1	360	99
CH_1	361	98
CH_1	364	97
CH_1	365	94
CH_1	366	87
CH_1	367	86
CH_1	368	83
CH_1	369	82
CH_1	370	79
CH_1	371	79
CH_1	372	78
CH_1	373	78
CH_1	374	78
CH_1	376	71
CH_1	377	71
CH_1	378	69
CH_1	379	65
CH_1	380	64
CH_1	381	63
CH_1	382	63
CH_1	383	63
CH_1	384	63
CH_1	385	62
CH_1	386	62
CH_1	388	62
CH_1	389	61
CH_1	390	61
CH_1	391	60
CH_1	392	59
CH_1	393	58
CH_1	394	57
CH_1	395	57
CH_1	397	57
CH_1	399	56
CH_1	400	55
CH_1	401	49
CH_1	402	49
CH_1	403	48
CH_1	404	48
CH_1	405	47
CH_1	406	46
CH_1	408	40
CH_1	409	40
CH_1	410	40
CH_1	411	33
CH_1	413	31
CH_1	414	30
