chromosome	contig	contig_len
CH_1	1	241516
CH_1	2	213419
CH_1	3	193234
CH_1	4	193082
CH_1	5	176243
CH_1	6	176044
CH_1	7	156311
CH_1	8	151714
CH_1	9	147523
CH_1	10	147244
CH_1	11	127853
CH_1	12	121451
CH_1	13	121156
CH_1	14	118305
CH_1	15	114738
CH_1	16	101038
CH_1	17	92325
CH_1	18	91387
CH_1	19	90937
CH_1	20	89883
CH_1	21	89417
CH_1	22	89283
CH_1	23	88149
CH_1	24	84378
CH_1	25	75862
CH_1	26	72107
CH_1	27	70601
CH_1	28	65339
CH_1	29	64816
CH_1	30	61452
CH_1	31	59875
CH_1	32	59644
CH_1	33	57308
CH_1	34	53213
CH_1	35	52325
CH_1	36	51721
CH_1	38	48577
CH_1	39	45212
CH_1	40	44006
CH_1	42	40342
CH_1	43	39170
CH_1	44	37754
CH_1	46	35687
CH_1	47	34882
CH_1	48	31812
CH_1	49	31568
CH_1	50	30733
CH_1	51	30334
CH_1	52	29024
CH_1	53	27931
CH_1	54	25383
CH_1	55	25044
CH_1	56	24512
CH_1	57	23328
CH_1	58	21453
CH_1	59	20376
CH_1	60	17571
CH_1	61	15968
CH_1	62	15588
CH_1	63	14145
CH_1	64	13900
CH_1	65	13609
CH_1	66	13246
CH_1	68	11892
CH_1	69	11740
CH_1	70	11624
CH_1	71	10895
CH_1	72	9732
CH_1	73	9043
CH_1	74	8510
CH_1	75	8458
CH_1	76	8120
CH_1	77	8008
CH_1	78	7721
CH_1	79	6650
CH_1	80	5989
CH_1	81	5590
CH_1	82	5484
CH_1	84	5285
CH_1	86	4898
CH_1	87	4665
CH_1	88	4347
CH_1	89	4143
CH_1	90	4134
CH_1	91	4113
CH_1	92	4027
CH_1	93	3998
CH_1	94	3947
CH_1	95	3757
CH_1	96	3743
CH_1	97	3729
CH_1	100	2956
CH_1	101	2938
CH_1	102	2716
CH_1	103	2700
CH_1	104	2700
CH_1	105	2663
CH_1	106	2647
CH_1	107	2624
CH_1	109	2399
CH_1	110	2288
CH_1	111	2258
CH_1	112	2186
CH_1	113	2177
CH_1	115	1935
CH_1	116	1741
CH_1	117	1660
CH_1	118	1653
CH_1	119	1647
CH_1	120	1565
CH_1	121	1494
CH_1	122	1488
CH_1	123	1484
CH_1	124	1403
CH_1	125	1358
CH_1	126	1357
CH_1	127	1343
CH_1	128	1335
CH_1	129	1283
CH_1	130	1271
CH_1	131	1262
CH_1	132	1177
CH_1	133	1168
CH_1	134	1153
CH_1	135	1116
CH_1	136	1095
CH_1	137	1063
CH_1	138	1062
CH_1	139	1062
CH_1	140	1056
CH_1	141	964
CH_1	142	964
CH_1	143	956
CH_1	144	956
CH_1	146	943
CH_1	147	942
CH_1	148	940
CH_1	149	929
CH_1	150	921
CH_1	151	913
CH_1	152	865
CH_1	153	863
CH_1	154	834
CH_1	155	789
CH_1	156	779
CH_1	157	779
CH_1	158	775
CH_1	159	737
CH_1	160	736
CH_1	161	734
CH_1	162	725
CH_1	163	671
CH_1	164	658
CH_1	165	651
CH_1	166	643
CH_1	167	636
CH_1	168	630
CH_1	169	629
CH_1	170	626
CH_1	171	624
CH_1	172	619
CH_1	173	619
CH_1	174	619
CH_1	175	614
CH_1	176	614
CH_1	177	613
CH_1	178	594
CH_1	179	573
CH_1	180	572
CH_1	181	569
CH_1	182	556
CH_1	183	556
CH_1	184	551
CH_1	185	543
CH_1	186	543
CH_1	187	522
CH_1	188	522
CH_1	189	522
CH_1	190	521
CH_1	191	518
CH_1	192	514
CH_1	193	513
CH_1	194	506
CH_1	195	504
CH_1	196	497
CH_1	197	496
CH_1	198	485
CH_1	199	454
CH_1	200	445
CH_1	201	444
CH_1	202	436
CH_1	203	436
CH_1	204	435
CH_1	205	424
CH_1	206	422
