chromosome	contig	contig_len
CH_1	1	379850
CH_1	2	371010
CH_1	3	360127
CH_1	4	297421
CH_1	5	290800
CH_1	6	289120
CH_1	7	245302
CH_1	8	235503
CH_1	9	228030
CH_1	10	205415
CH_1	11	196211
CH_1	12	189473
CH_1	13	187892
CH_1	14	177209
CH_1	15	164978
CH_1	16	158923
CH_1	17	137493
CH_1	18	113547
CH_1	19	113467
CH_1	20	91851
CH_1	21	84113
CH_1	22	54089
CH_1	23	46298
CH_1	24	41336
CH_1	26	37281
CH_1	27	36788
CH_1	28	30784
CH_1	29	29857
CH_1	32	26648
CH_1	33	25853
CH_1	35	14508
CH_1	37	12356
CH_1	41	7551
CH_1	42	6892
CH_1	43	5748
CH_1	45	4110
CH_1	46	3861
CH_1	48	3711
CH_1	50	2989
CH_1	51	2803
CH_1	52	2581
CH_1	53	2360
CH_1	54	2013
CH_1	57	1352
CH_1	58	1331
CH_1	59	1076
CH_1	60	955
CH_1	61	955
CH_1	62	768
CH_1	63	710
CH_1	64	709
CH_1	65	709
CH_1	66	703
CH_1	67	703
CH_1	68	701
CH_1	69	697
CH_1	70	693
CH_1	71	667
CH_1	72	667
CH_1	75	539
CH_1	76	518
CH_1	77	506
CH_1	78	474
CH_1	79	414
CH_1	81	391
CH_1	82	391
CH_1	83	391
CH_1	85	384
CH_1	86	358
CH_1	87	353
CH_1	88	340
CH_1	89	338
CH_1	90	327
CH_1	91	327
CH_1	92	323
CH_1	93	310
CH_1	94	310
CH_1	95	304
CH_1	96	304
CH_1	97	296
CH_1	98	260
CH_1	99	255
CH_1	100	255
CH_1	101	253
CH_1	102	253
CH_1	103	248
CH_1	104	235
CH_1	105	224
CH_1	106	218
CH_1	107	214
CH_1	108	214
CH_1	109	209
CH_1	110	204
CH_1	111	200
CH_1	112	200
CH_1	113	197
CH_1	114	181
CH_1	115	176
CH_1	116	176
CH_1	117	174
CH_1	118	172
CH_1	119	171
CH_1	120	171
CH_1	121	171
CH_1	122	171
CH_1	123	167
CH_1	124	164
CH_1	125	164
CH_1	126	164
CH_1	127	163
CH_1	128	160
CH_1	129	158
CH_1	130	156
CH_1	131	152
CH_1	132	148
CH_1	133	148
CH_1	136	138
CH_1	137	136
CH_1	138	133
CH_1	139	133
CH_1	140	132
CH_1	141	128
CH_1	143	127
CH_1	144	127
CH_1	145	127
CH_1	146	124
CH_1	147	118
CH_1	148	118
CH_1	149	111
CH_1	150	111
CH_1	151	110
CH_1	152	110
CH_1	153	109
CH_1	154	109
CH_1	155	103
CH_1	156	101
CH_1	157	96
CH_1	158	96
CH_1	160	92
CH_1	161	83
CH_1	162	81
CH_1	163	81
CH_1	164	80
CH_1	165	77
CH_1	166	71
CH_1	167	71
CH_1	168	64
CH_1	169	63
CH_1	170	61
CH_1	171	61
CH_1	172	59
CH_1	173	57
CH_1	174	57
CH_1	175	56
CH_1	176	55
CH_1	177	55
CH_1	178	55
CH_1	179	55
CH_1	180	55
CH_1	181	40
CH_1	182	39
CH_1	183	39
CH_1	184	34
CH_1	185	33
CH_1	186	33
CH_1	187	32
CH_1	188	32
