chromosome	contig	contig_len
CH_1	1	712576
CH_1	2	513592
CH_1	3	388835
CH_1	4	347255
CH_1	5	294342
CH_1	6	222689
CH_1	7	199254
CH_1	8	184329
CH_1	9	163011
CH_1	10	148683
CH_1	11	147037
CH_1	12	138338
CH_1	13	129509
CH_1	14	116000
CH_1	15	112888
CH_1	16	108177
CH_1	17	90911
CH_1	18	83312
CH_1	19	71797
CH_1	20	69649
CH_1	21	69310
CH_1	22	64770
CH_1	23	52216
CH_1	25	50827
CH_1	26	42545
CH_1	27	41177
CH_1	28	40385
CH_1	29	38250
CH_1	30	33768
CH_1	32	30918
CH_1	33	30053
CH_1	35	22437
CH_1	36	22379
CH_1	39	16986
CH_1	40	16385
CH_1	41	15893
CH_1	43	13664
CH_1	48	4187
CH_1	50	3747
CH_1	51	3510
CH_1	54	2788
CH_1	55	2699
CH_1	57	2532
CH_1	58	2336
CH_1	59	2278
CH_1	62	1493
CH_1	63	1466
CH_1	64	1427
CH_1	66	1286
CH_1	68	1004
CH_1	69	913
CH_1	70	879
CH_1	71	855
CH_1	72	822
CH_1	74	640
CH_1	76	609
CH_1	77	561
CH_1	78	547
CH_1	82	535
CH_1	84	514
CH_1	85	503
CH_1	86	500
CH_1	88	450
CH_1	89	448
CH_1	90	438
CH_1	91	431
CH_1	94	395
CH_1	95	392
CH_1	96	392
CH_1	97	373
CH_1	98	372
CH_1	100	341
CH_1	101	341
CH_1	105	284
CH_1	106	281
CH_1	107	281
CH_1	108	257
CH_1	109	242
CH_1	110	234
CH_1	114	207
CH_1	119	193
CH_1	120	191
CH_1	121	191
CH_1	122	188
CH_1	124	185
CH_1	125	184
CH_1	126	184
CH_1	127	182
CH_1	129	170
CH_1	134	163
CH_1	135	162
CH_1	136	159
CH_1	137	157
CH_1	138	156
CH_1	139	156
CH_1	142	147
CH_1	143	141
CH_1	144	141
CH_1	145	136
CH_1	146	131
CH_1	147	131
CH_1	148	130
CH_1	150	117
CH_1	151	115
CH_1	152	110
CH_1	153	109
CH_1	154	109
CH_1	155	108
CH_1	156	106
CH_1	157	106
CH_1	158	104
CH_1	159	103
CH_1	160	103
CH_1	161	103
CH_1	162	102
CH_1	163	101
CH_1	164	100
CH_1	167	94
CH_1	168	88
CH_1	170	86
CH_1	172	82
CH_1	173	79
CH_1	174	76
CH_1	176	69
CH_1	178	67
CH_1	179	65
CH_1	180	65
CH_1	181	65
CH_1	182	64
CH_1	183	64
CH_1	184	62
CH_1	186	60
CH_1	187	57
CH_1	188	55
CH_1	190	47
CH_1	194	35
CH_1	196	32
CH_1	197	32
CH_1	198	32
CH_1	199	32
CH_1	200	32
CH_1	201	32
