contig	plasforest_pls	plasforest_chr	plasgraph2_pls	plasgraph2_chr	platon_pls	platon_chr	rfplasmid_pls	rfplasmid_chr	mlplasmid_pls	mlplasmid_chr	length	read_depth	gc_content
1	0	1	0.001629884	0.9991659	0	1	0.0	1.0	0.0307407404685238	0.969259259531476	340758	0.9486787411617396	0.5106644598219264
2	0	1	0.0017587751	0.99910474	0	1	0.001	0.999	0.0434632484010218	0.956536751598978	280555	0.9875645521034082	0.5173210243980682
3	0	1	0.0034471643	0.9981811	0	1	0.0	1.0	0.0235145653447941	0.976485434655206	267740	1.0530775676394553	0.5126353925450063
4	0	1	0.0029715516	0.998433	0	1	0.0	1.0	0.0376532815047056	0.962346718495294	260826	1.0376012996141188	0.513208039075859
5	0	1	0.0013240576	0.99929345	0	1	0.0	1.0	0.0389788576938714	0.961021142306129	256470	1.024921683354047	0.5180255000584864
6	0	1	0.004285031	0.9976852	0	1	0.0	1.0	0.0211922979085138	0.978807702091486	244413	0.9564824770868536	0.5132582964081288
7	0	1	0.003486635	0.9981401	0	1	0.0	1.0	0.0256422182206674	0.974357781779333	210627	1.0645059185506884	0.5123464703005788
8	0	1	0.004009192	0.9979083	0	1	0.0	1.0	0.0170650896543918	0.982934910345608	206562	0.8964774724362778	0.500208169944133
9	0	1	0.0035056146	0.99811316	0	1	0.0	1.0	0.0257103839785623	0.974289616021438	182167	1.0	0.5170365653493773
10	0	1	0.0037261825	0.9979832	0	1	0.0	1.0	0.0332612704468688	0.966738729553131	180569	1.0448394799681613	0.4855041563058996
11	0	1	0.0054691983	0.9970794	0	1	0.0	1.0	0.023982062092894	0.976017937907106	177909	0.8853173530568803	0.4970518635931852
12	0	1	0.005174269	0.9972043	0	1	0.002	0.998	0.0404640054031556	0.959535994596844	177752	0.9234921197407768	0.499105495296818
13	0	1	0.010873389	0.9939158	0	1	0.004	0.996	0.0349580322392726	0.965041967760727	146656	0.9110418404286472	0.4870240562950033
14	0	1	0.009209862	0.99492496	0	1	0.0	1.0	0.0225185745864701	0.97748142541353	136649	0.9262683107343844	0.511712489663298
15	0	1	0.008385223	0.9953245	0	1	0.0	1.0	0.0108948627895193	0.989105137210481	133613	0.9078400431963431	0.4995696526535592
16	0	1	0.006037333	0.9965898	0	1	0.0	1.0	0.0126961069611717	0.987303893038828	106710	0.9304529564824772	0.5102895698622435
17	0	1	0.0046117697	0.99753404	0	1	0.0	1.0	0.0199059408641509	0.980094059135849	104401	0.9333715025159076	0.5133379948467927
18	0	1	0.0046021077	0.9975343	0	1	0.0	1.0	0.0165878044500321	0.983412195549968	96999	0.9930083038694592	0.5048608748543799
19	0	1	0.003234678	0.9981935	0	1	0.0	1.0	0.0205410880359428	0.979458911964057	94952	1.0527568203237094	0.5007582778667116
20	0	1	0.006442657	0.99652565	0	1	0.0	1.0	0.0180182019339052	0.981981798066095	94947	0.9589518370082808	0.5240818561934553
21	0	1	0.005984889	0.9967188	0	1	0.001	0.999	0.0589647273492864	0.941035272650714	92483	1.0887759329339537	0.4951180216904728
22	0	1	0.012052204	0.99320537	0	1	0.0	1.0	0.0225426581007301	0.97745734189927	88790	0.8879687943658563	0.5000675751773849
23	0	1	0.0051391306	0.9972139	0	1	0.0	1.0	0.0448764157943572	0.955123584205643	88165	1.0575726261794045	0.5256167413372653
24	0	1	0.010310243	0.9942307	0	1	0.005	0.995	0.0293538972844852	0.970646102715515	84596	1.0629734149308812	0.4843846044730247
25	0	1	0.021827823	0.987349	0	1	0.0	1.0	0.0089952152702922	0.991004784729708	77829	0.9340068797624204	0.4874789602847267
