chromosome	contig	contig_len
CH_1	1	714624
CH_1	2	304536
CH_1	3	284829
CH_1	4	262435
CH_1	5	256315
CH_1	6	235864
CH_1	7	216969
CH_1	8	188191
CH_1	9	173976
CH_1	10	164320
CH_1	11	147302
CH_1	12	138358
CH_1	13	133788
CH_1	14	125453
CH_1	15	122423
CH_1	16	94935
CH_1	17	92944
CH_1	18	88608
CH_1	19	88125
CH_1	20	82490
CH_1	22	78629
CH_1	23	71134
CH_1	24	69272
CH_1	25	68794
CH_1	26	45492
CH_1	27	42284
CH_1	28	41317
CH_1	29	40060
CH_1	30	34559
CH_1	31	32372
CH_1	32	32260
CH_1	33	31575
CH_1	34	30733
CH_1	35	29664
CH_1	36	27622
CH_1	37	26313
CH_1	38	25556
CH_1	39	24779
CH_1	40	24501
CH_1	41	18922
CH_1	43	9860
CH_1	44	9006
CH_1	45	5915
CH_1	47	4113
CH_1	48	3079
CH_1	49	2375
CH_1	50	2347
CH_1	51	2019
CH_1	52	1577
CH_1	53	1560
CH_1	54	1540
CH_1	55	1341
CH_1	56	1283
CH_1	57	1259
CH_1	58	921
CH_1	59	912
CH_1	60	912
CH_1	61	885
CH_1	62	833
CH_1	63	688
CH_1	64	639
CH_1	65	636
CH_1	66	569
CH_1	67	522
CH_1	68	522
CH_1	69	518
CH_1	70	500
CH_1	71	497
CH_1	72	479
CH_1	73	436
CH_1	76	418
CH_1	77	398
CH_1	78	394
CH_1	79	363
CH_1	80	361
CH_1	81	361
CH_1	82	354
CH_1	83	342
CH_1	84	341
CH_1	85	315
CH_1	86	312
CH_1	87	305
CH_1	88	290
CH_1	89	285
CH_1	90	264
CH_1	91	259
CH_1	92	248
CH_1	93	244
CH_1	94	232
CH_1	95	231
CH_1	96	229
CH_1	97	224
CH_1	98	223
CH_1	99	213
CH_1	100	204
CH_1	101	197
CH_1	102	195
CH_1	103	190
CH_1	104	188
CH_1	105	187
CH_1	106	187
CH_1	107	185
CH_1	109	179
CH_1	110	178
CH_1	111	176
CH_1	112	175
CH_1	113	168
CH_1	114	162
CH_1	115	159
CH_1	116	158
CH_1	117	155
CH_1	118	153
CH_1	119	150
CH_1	120	148
CH_1	121	143
CH_1	122	138
CH_1	123	137
CH_1	124	137
CH_1	125	131
CH_1	126	130
CH_1	127	130
CH_1	128	127
CH_1	129	127
CH_1	130	124
CH_1	131	124
CH_1	132	124
CH_1	133	124
CH_1	134	113
CH_1	135	80
CH_1	136	80
CH_1	137	80
CH_1	138	78
CH_1	139	78
CH_1	140	73
CH_1	141	71
CH_1	142	69
CH_1	143	67
CH_1	144	67
CH_1	146	64
CH_1	147	63
CH_1	148	62
CH_1	149	60
CH_1	151	58
CH_1	152	58
CH_1	153	50
CH_1	155	49
CH_1	157	48
CH_1	158	45
CH_1	159	43
CH_1	160	35
CH_1	161	34
CH_1	162	32
CH_1	163	32
