chromosome	contig	contig_len
CH_1	1	340758
CH_1	2	280555
CH_1	3	267740
CH_1	4	260826
CH_1	5	256470
CH_1	6	244413
CH_1	7	210627
CH_1	8	206562
CH_1	9	182167
CH_1	10	180569
CH_1	11	177909
CH_1	12	177752
CH_1	13	146656
CH_1	14	136649
CH_1	15	133613
CH_1	16	106710
CH_1	17	104401
CH_1	18	96999
CH_1	19	94952
CH_1	20	94947
CH_1	21	92483
CH_1	22	88790
CH_1	23	88165
CH_1	24	84596
CH_1	25	77829
CH_1	26	74392
CH_1	27	71492
CH_1	28	70777
CH_1	30	70522
CH_1	31	68456
CH_1	32	50656
CH_1	33	48677
CH_1	34	42881
CH_1	35	40189
CH_1	36	33992
CH_1	37	30877
CH_1	38	30746
CH_1	39	26262
CH_1	40	21962
CH_1	41	20948
CH_1	42	20741
CH_1	43	20491
CH_1	44	14013
CH_1	45	11669
CH_1	46	10849
CH_1	47	10467
CH_1	48	9153
CH_1	50	4979
CH_1	51	4226
CH_1	52	4123
CH_1	53	3836
CH_1	54	2138
CH_1	55	1995
CH_1	56	1951
CH_1	57	1613
CH_1	58	1613
CH_1	59	1305
CH_1	60	1291
CH_1	61	1258
CH_1	62	1183
CH_1	63	1136
CH_1	64	1076
CH_1	65	1048
CH_1	66	928
CH_1	67	908
CH_1	68	770
CH_1	69	748
CH_1	70	724
CH_1	71	582
CH_1	72	552
CH_1	73	549
CH_1	74	547
CH_1	75	514
CH_1	76	503
CH_1	77	484
CH_1	78	483
CH_1	79	466
CH_1	80	448
CH_1	81	446
CH_1	82	432
CH_1	83	419
CH_1	84	411
CH_1	85	411
CH_1	86	409
CH_1	87	406
CH_1	88	338
CH_1	89	333
CH_1	90	332
CH_1	91	328
CH_1	92	325
CH_1	93	320
CH_1	94	311
CH_1	95	304
CH_1	96	303
CH_1	97	303
CH_1	98	296
CH_1	99	286
CH_1	100	286
CH_1	101	275
CH_1	102	266
CH_1	103	249
CH_1	104	238
CH_1	105	222
CH_1	106	222
CH_1	107	222
CH_1	108	220
CH_1	109	220
CH_1	110	219
CH_1	111	213
CH_1	112	213
CH_1	113	212
CH_1	114	209
CH_1	115	199
CH_1	116	199
CH_1	117	198
CH_1	118	193
CH_1	119	179
CH_1	120	179
CH_1	121	179
CH_1	122	174
CH_1	123	171
CH_1	124	165
CH_1	125	161
CH_1	126	154
CH_1	127	153
CH_1	128	152
CH_1	129	151
CH_1	130	149
CH_1	131	149
CH_1	132	148
CH_1	133	142
CH_1	134	141
CH_1	135	139
CH_1	136	138
CH_1	137	138
CH_1	138	130
CH_1	139	129
CH_1	140	129
CH_1	141	129
CH_1	142	129
CH_1	143	128
CH_1	144	127
CH_1	145	103
CH_1	146	102
CH_1	147	100
CH_1	148	98
CH_1	149	98
CH_1	150	93
CH_1	151	79
CH_1	152	76
CH_1	153	76
CH_1	154	73
CH_1	155	73
CH_1	156	73
CH_1	157	72
CH_1	158	66
CH_1	159	64
CH_1	160	63
CH_1	161	63
CH_1	162	63
CH_1	163	63
CH_1	164	62
CH_1	165	62
CH_1	166	62
CH_1	167	62
CH_1	168	62
CH_1	169	59
CH_1	170	51
CH_1	171	51
CH_1	172	51
CH_1	173	49
CH_1	174	40
CH_1	175	39
CH_1	176	39
CH_1	177	38
CH_1	178	38
CH_1	179	37
CH_1	180	37
