chromosome	contig	contig_len
CH_1	1	372817
CH_1	2	246758
CH_1	3	242441
CH_1	4	213627
CH_1	5	206989
CH_1	6	201930
CH_1	7	197890
CH_1	8	189282
CH_1	9	148360
CH_1	10	147295
CH_1	11	141272
CH_1	12	131521
CH_1	13	119255
CH_1	14	118309
CH_1	15	114731
CH_1	16	112460
CH_1	17	105471
CH_1	18	100453
CH_1	19	92017
CH_1	20	90988
CH_1	21	89419
CH_1	22	89059
CH_1	23	88161
CH_1	24	82111
CH_1	25	75327
CH_1	26	72285
CH_1	27	70600
CH_1	29	64222
CH_1	30	61232
CH_1	31	59876
CH_1	32	57371
CH_1	33	54667
CH_1	34	49853
CH_1	35	48110
CH_1	36	46188
CH_1	37	43222
CH_1	38	42116
CH_1	39	41317
CH_1	40	33684
CH_1	41	30927
CH_1	42	30733
CH_1	44	27932
CH_1	45	27421
CH_1	46	26276
CH_1	47	24513
CH_1	48	23426
CH_1	49	21570
CH_1	50	21494
CH_1	51	17467
CH_1	52	15969
CH_1	53	15928
CH_1	55	13244
CH_1	56	11425
CH_1	57	10894
CH_1	58	8406
CH_1	59	7230
CH_1	60	7205
CH_1	61	6895
CH_1	62	6789
CH_1	63	6405
CH_1	64	5980
CH_1	65	5591
CH_1	68	5285
CH_1	69	4708
CH_1	70	4666
CH_1	71	4604
CH_1	72	4177
CH_1	73	4113
CH_1	74	3532
CH_1	75	2897
CH_1	76	2812
CH_1	78	1653
CH_1	79	1484
CH_1	80	1341
CH_1	81	1327
CH_1	82	1310
CH_1	83	1283
CH_1	84	1241
CH_1	85	1168
CH_1	86	1165
CH_1	87	1148
CH_1	88	1029
CH_1	89	956
CH_1	90	940
CH_1	91	801
CH_1	92	779
CH_1	93	779
CH_1	94	737
CH_1	95	658
CH_1	96	630
CH_1	97	625
CH_1	98	603
CH_1	99	587
CH_1	100	569
CH_1	101	556
CH_1	102	539
CH_1	103	535
CH_1	104	522
CH_1	105	522
CH_1	106	522
CH_1	107	513
CH_1	108	497
CH_1	109	481
CH_1	110	461
CH_1	111	436
CH_1	112	436
CH_1	114	408
CH_1	115	401
CH_1	116	398
CH_1	117	397
CH_1	118	396
CH_1	119	392
CH_1	120	377
CH_1	121	376
CH_1	122	376
CH_1	123	363
CH_1	124	350
CH_1	125	349
CH_1	126	344
CH_1	127	341
CH_1	128	333
CH_1	129	332
CH_1	130	329
CH_1	131	328
CH_1	132	315
CH_1	133	315
CH_1	134	315
CH_1	135	314
CH_1	137	313
CH_1	138	311
CH_1	139	311
CH_1	140	311
CH_1	141	309
CH_1	142	305
CH_1	143	294
CH_1	144	283
CH_1	145	283
CH_1	146	272
CH_1	147	271
CH_1	148	270
CH_1	149	269
CH_1	150	265
CH_1	151	262
CH_1	152	259
CH_1	153	256
CH_1	154	253
CH_1	155	251
CH_1	156	251
CH_1	157	251
CH_1	158	248
CH_1	159	245
CH_1	160	241
CH_1	161	238
CH_1	162	238
CH_1	163	231
CH_1	164	228
CH_1	165	219
CH_1	166	213
CH_1	167	208
CH_1	168	197
CH_1	169	195
CH_1	170	194
CH_1	171	192
CH_1	172	192
CH_1	173	189
CH_1	174	182
CH_1	175	176
CH_1	176	173
CH_1	177	173
CH_1	178	164
CH_1	179	161
CH_1	180	159
CH_1	181	158
CH_1	182	155
CH_1	183	153
CH_1	184	153
CH_1	185	153
CH_1	186	151
CH_1	187	151
CH_1	188	151
CH_1	189	149
CH_1	190	149
CH_1	191	146
CH_1	192	146
CH_1	193	145
CH_1	194	144
CH_1	195	143
CH_1	196	140
CH_1	197	138
CH_1	198	137
CH_1	199	135
CH_1	200	134
CH_1	201	132
CH_1	202	130
CH_1	203	130
CH_1	204	127
CH_1	205	127
CH_1	206	127
CH_1	207	127
CH_1	208	125
CH_1	209	124
CH_1	210	124
CH_1	211	124
CH_1	212	123
CH_1	213	121
CH_1	214	116
CH_1	215	116
CH_1	216	115
CH_1	217	114
CH_1	218	113
CH_1	219	100
CH_1	221	96
CH_1	222	93
CH_1	223	92
CH_1	224	89
CH_1	225	81
CH_1	226	81
CH_1	227	80
CH_1	228	78
CH_1	229	77
CH_1	230	74
CH_1	231	73
CH_1	232	73
CH_1	233	72
CH_1	234	72
CH_1	235	70
CH_1	236	69
CH_1	237	66
CH_1	238	65
CH_1	239	65
CH_1	240	65
CH_1	241	65
CH_1	242	64
CH_1	243	63
CH_1	244	63
CH_1	245	62
CH_1	246	62
CH_1	247	61
CH_1	248	61
CH_1	249	61
CH_1	250	61
CH_1	251	58
CH_1	252	58
CH_1	253	54
CH_1	254	52
CH_1	255	52
CH_1	256	49
CH_1	257	43
CH_1	258	43
CH_1	259	29
