chromosome	contig	contig_len
CH_1	1	406898
CH_1	2	373335
CH_1	3	339377
CH_1	4	294343
CH_1	5	284584
CH_1	6	255718
CH_1	7	249893
CH_1	8	241974
CH_1	9	234315
CH_1	10	190257
CH_1	11	181038
CH_1	12	164288
CH_1	13	162897
CH_1	14	110233
CH_1	15	107664
CH_1	16	99260
CH_1	18	90894
CH_1	19	90240
CH_1	20	83076
CH_1	21	79687
CH_1	22	77497
CH_1	23	73005
CH_1	24	72112
CH_1	26	57214
CH_1	27	55482
CH_1	28	54076
CH_1	29	52216
CH_1	30	49833
CH_1	31	47349
CH_1	32	41176
CH_1	35	32219
CH_1	36	30918
CH_1	37	27850
CH_1	38	24438
CH_1	39	23796
CH_1	40	23332
CH_1	42	18096
CH_1	43	17021
CH_1	44	15893
CH_1	46	9414
CH_1	47	7968
CH_1	48	7894
CH_1	50	6803
CH_1	51	6745
CH_1	52	6740
CH_1	53	6030
CH_1	54	5785
CH_1	55	5649
CH_1	58	4187
CH_1	59	3747
CH_1	60	3510
CH_1	61	3486
CH_1	62	2788
CH_1	63	2774
CH_1	64	2699
CH_1	65	2581
CH_1	66	2508
CH_1	67	2328
CH_1	70	1575
CH_1	71	1479
CH_1	72	1463
CH_1	73	1455
CH_1	74	1428
CH_1	75	1342
CH_1	76	1287
CH_1	77	1247
CH_1	79	1036
CH_1	80	913
CH_1	82	814
CH_1	83	799
CH_1	84	785
CH_1	85	728
CH_1	86	665
CH_1	87	640
CH_1	88	620
CH_1	89	592
CH_1	90	547
CH_1	91	535
CH_1	92	526
CH_1	93	503
CH_1	94	500
CH_1	95	494
CH_1	96	493
CH_1	97	450
CH_1	98	431
CH_1	99	428
CH_1	100	408
CH_1	101	403
CH_1	102	402
CH_1	104	391
CH_1	105	367
CH_1	106	328
CH_1	107	328
CH_1	108	326
CH_1	109	321
CH_1	110	310
CH_1	111	303
CH_1	112	297
CH_1	113	289
CH_1	114	284
CH_1	115	281
CH_1	116	275
CH_1	117	265
CH_1	118	265
CH_1	119	258
CH_1	120	257
CH_1	121	251
CH_1	122	234
CH_1	123	232
CH_1	124	229
CH_1	125	218
CH_1	126	212
CH_1	127	208
CH_1	128	207
CH_1	129	204
CH_1	130	204
CH_1	131	196
CH_1	132	193
CH_1	133	191
CH_1	134	191
CH_1	135	188
CH_1	136	188
CH_1	137	185
CH_1	138	182
CH_1	139	178
CH_1	142	169
CH_1	143	168
CH_1	144	166
CH_1	146	163
CH_1	147	163
CH_1	149	159
CH_1	150	152
CH_1	151	149
CH_1	152	147
CH_1	153	146
CH_1	154	143
CH_1	155	141
CH_1	156	141
CH_1	157	139
CH_1	158	136
CH_1	159	131
CH_1	160	130
CH_1	161	126
CH_1	162	126
CH_1	163	118
CH_1	164	117
CH_1	165	110
CH_1	166	109
CH_1	167	109
CH_1	169	106
CH_1	170	104
CH_1	171	103
CH_1	173	102
CH_1	174	100
CH_1	175	99
CH_1	176	95
CH_1	177	95
CH_1	178	94
CH_1	179	94
CH_1	180	93
CH_1	183	82
CH_1	184	82
CH_1	185	80
CH_1	186	79
CH_1	187	78
CH_1	188	76
CH_1	189	74
CH_1	190	70
CH_1	191	68
CH_1	193	66
CH_1	194	65
CH_1	195	65
CH_1	196	65
CH_1	197	65
CH_1	198	65
CH_1	200	65
CH_1	201	65
CH_1	202	57
CH_1	203	55
CH_1	204	49
CH_1	205	47
CH_1	206	43
CH_1	207	32
CH_1	208	32
CH_1	209	32
CH_1	210	32
