chromosome	contig	contig_len
CH_1	1	373442
CH_1	2	316349
CH_1	3	313209
CH_1	4	281516
CH_1	5	237073
CH_1	6	235863
CH_1	7	226640
CH_1	8	217144
CH_1	9	212132
CH_1	10	210594
CH_1	11	189083
CH_1	12	185511
CH_1	13	145768
CH_1	14	142027
CH_1	15	135204
CH_1	16	104343
CH_1	17	101170
CH_1	18	101161
CH_1	19	94761
CH_1	20	86223
CH_1	22	66346
CH_1	23	65547
CH_1	24	65056
CH_1	25	63202
CH_1	26	58985
CH_1	27	58735
CH_1	28	55650
CH_1	29	44935
CH_1	30	43524
CH_1	31	42694
CH_1	32	31860
CH_1	33	31719
CH_1	34	30785
CH_1	35	26078
CH_1	36	25289
CH_1	37	24903
CH_1	38	24784
CH_1	40	23339
CH_1	41	21131
CH_1	42	20555
CH_1	43	18021
CH_1	44	16477
CH_1	45	16173
CH_1	47	12778
CH_1	48	10223
CH_1	49	9419
CH_1	50	9322
CH_1	52	4392
CH_1	53	2331
CH_1	54	1719
CH_1	55	1373
CH_1	56	1370
CH_1	57	1329
CH_1	58	1275
CH_1	59	1144
CH_1	60	1028
CH_1	61	936
CH_1	62	728
CH_1	63	639
CH_1	64	635
CH_1	65	519
CH_1	66	518
CH_1	68	430
CH_1	69	424
CH_1	70	400
CH_1	71	396
CH_1	72	395
CH_1	73	391
CH_1	74	388
CH_1	75	373
CH_1	76	367
CH_1	77	367
CH_1	78	360
CH_1	79	338
CH_1	80	337
CH_1	81	331
CH_1	82	303
CH_1	83	303
CH_1	84	296
CH_1	85	280
CH_1	86	280
CH_1	87	278
CH_1	88	272
CH_1	89	270
CH_1	90	267
CH_1	91	266
CH_1	92	257
CH_1	94	226
CH_1	95	221
CH_1	96	212
CH_1	97	206
CH_1	98	193
CH_1	99	188
CH_1	100	178
CH_1	101	175
CH_1	102	175
CH_1	103	165
CH_1	105	158
CH_1	106	156
CH_1	107	156
CH_1	108	142
CH_1	109	142
CH_1	110	141
CH_1	111	140
CH_1	112	140
CH_1	113	133
CH_1	114	133
CH_1	115	130
CH_1	116	129
CH_1	117	129
CH_1	118	124
CH_1	119	119
CH_1	121	119
CH_1	122	118
CH_1	123	118
CH_1	124	108
CH_1	125	99
CH_1	126	92
CH_1	127	92
CH_1	128	79
CH_1	130	76
CH_1	131	74
CH_1	132	69
CH_1	133	68
CH_1	134	66
CH_1	135	65
CH_1	136	65
CH_1	137	65
CH_1	139	59
CH_1	140	58
CH_1	141	55
CH_1	142	54
CH_1	143	51
CH_1	144	51
CH_1	145	47
CH_1	146	47
CH_1	147	45
CH_1	149	41
CH_1	150	39
CH_1	151	39
CH_1	152	37
CH_1	155	36
CH_1	156	32
CH_1	157	32
