chromosome	contig	contig_len
CH_1	1	373037
CH_1	2	241312
CH_1	3	208024
CH_1	4	203400
CH_1	5	201930
CH_1	6	197892
CH_1	7	160496
CH_1	8	151345
CH_1	9	147295
CH_1	10	144263
CH_1	11	137406
CH_1	12	119255
CH_1	13	118309
CH_1	14	113923
CH_1	15	112460
CH_1	16	105471
CH_1	17	92326
CH_1	18	90988
CH_1	19	90955
CH_1	20	89750
CH_1	21	89298
CH_1	22	89284
CH_1	23	88143
CH_1	24	79969
CH_1	25	75328
CH_1	27	72107
CH_1	29	69370
CH_1	30	67862
CH_1	31	64211
CH_1	32	59876
CH_1	33	57309
CH_1	34	56007
CH_1	35	54667
CH_1	36	50166
CH_1	37	48111
CH_1	38	46123
CH_1	39	43304
CH_1	40	42348
CH_1	41	41317
CH_1	42	35687
CH_1	43	34607
CH_1	44	34442
CH_1	45	30733
CH_1	46	30053
CH_1	47	29033
CH_1	48	27932
CH_1	49	27422
CH_1	50	26276
CH_1	51	24997
CH_1	52	24648
CH_1	53	24513
CH_1	54	23426
CH_1	55	21482
CH_1	56	21052
CH_1	57	19354
CH_1	58	15928
CH_1	59	15918
CH_1	61	13246
CH_1	62	10978
CH_1	63	10895
CH_1	64	10120
CH_1	65	8516
CH_1	66	7253
CH_1	67	7231
CH_1	68	7206
CH_1	69	6895
CH_1	70	6790
CH_1	71	6376
CH_1	72	5980
CH_1	73	5591
CH_1	75	5285
CH_1	76	5276
CH_1	77	5271
CH_1	78	4666
CH_1	79	4605
CH_1	80	4356
CH_1	81	4177
CH_1	82	4113
CH_1	83	3533
CH_1	84	3050
CH_1	85	2812
CH_1	86	2744
CH_1	87	2699
CH_1	88	2629
CH_1	90	2288
CH_1	91	2144
CH_1	93	2087
CH_1	94	1517
CH_1	95	1484
CH_1	96	1385
CH_1	97	1341
CH_1	98	1329
CH_1	99	1327
CH_1	100	1283
CH_1	101	1167
CH_1	102	1133
CH_1	103	1029
CH_1	104	956
CH_1	105	940
CH_1	106	863
CH_1	107	801
CH_1	108	779
CH_1	109	779
CH_1	110	737
CH_1	111	734
CH_1	113	666
CH_1	114	659
CH_1	115	630
CH_1	116	629
CH_1	117	625
CH_1	118	621
CH_1	119	614
CH_1	120	614
CH_1	121	595
CH_1	122	569
CH_1	123	556
CH_1	124	539
CH_1	125	535
CH_1	126	522
CH_1	127	522
CH_1	128	522
CH_1	129	513
CH_1	130	511
CH_1	131	497
CH_1	132	493
CH_1	133	485
CH_1	134	481
CH_1	135	439
CH_1	136	436
CH_1	137	436
CH_1	138	435
CH_1	139	401
CH_1	140	398
CH_1	141	397
CH_1	142	396
CH_1	143	395
CH_1	144	395
CH_1	145	392
CH_1	146	378
CH_1	147	378
CH_1	148	376
CH_1	149	376
CH_1	150	362
CH_1	151	350
CH_1	152	349
CH_1	153	315
CH_1	154	315
CH_1	155	315
CH_1	156	311
CH_1	157	311
CH_1	158	309
CH_1	159	305
CH_1	160	305
CH_1	161	296
CH_1	162	294
CH_1	163	293
CH_1	164	293
CH_1	165	291
CH_1	166	272
CH_1	167	271
CH_1	168	271
CH_1	169	270
CH_1	170	269
CH_1	171	265
CH_1	172	263
CH_1	173	259
CH_1	174	256
CH_1	175	254
CH_1	176	253
CH_1	177	251
CH_1	178	251
CH_1	179	251
CH_1	180	248
CH_1	181	245
CH_1	182	238
CH_1	183	238
CH_1	184	228
CH_1	185	219
CH_1	186	218
CH_1	187	218
CH_1	188	210
CH_1	189	208
CH_1	190	202
CH_1	191	197
CH_1	192	195
CH_1	193	194
CH_1	194	192
CH_1	195	192
CH_1	196	176
CH_1	197	173
CH_1	198	172
CH_1	199	171
CH_1	200	166
CH_1	201	164
CH_1	202	161
CH_1	203	159
CH_1	204	158
CH_1	205	158
CH_1	206	155
CH_1	207	153
CH_1	208	153
CH_1	209	151
CH_1	210	151
CH_1	211	149
CH_1	212	149
CH_1	213	147
CH_1	214	147
CH_1	215	146
CH_1	216	146
CH_1	217	143
CH_1	218	140
CH_1	219	138
CH_1	220	137
CH_1	221	136
CH_1	222	135
CH_1	223	135
CH_1	224	134
CH_1	225	134
CH_1	226	133
CH_1	227	133
CH_1	228	132
CH_1	229	130
CH_1	230	130
CH_1	231	127
CH_1	232	127
CH_1	233	127
CH_1	234	124
CH_1	235	124
CH_1	236	124
CH_1	237	124
CH_1	238	123
CH_1	239	116
CH_1	240	114
CH_1	241	113
CH_1	242	103
CH_1	243	103
CH_1	244	96
CH_1	245	93
CH_1	246	89
CH_1	247	86
CH_1	248	85
CH_1	249	82
CH_1	250	81
CH_1	251	81
CH_1	252	81
CH_1	253	78
CH_1	254	77
CH_1	255	73
CH_1	256	73
CH_1	257	72
CH_1	258	70
CH_1	259	70
CH_1	260	70
CH_1	261	69
CH_1	262	67
CH_1	263	67
CH_1	264	65
CH_1	265	65
CH_1	266	65
CH_1	267	65
CH_1	268	61
CH_1	269	58
CH_1	270	58
CH_1	271	58
CH_1	272	58
CH_1	273	57
CH_1	274	54
CH_1	275	52
CH_1	276	52
CH_1	277	51
CH_1	278	51
CH_1	279	51
CH_1	280	49
CH_1	281	43
CH_1	282	37
